ID,Isconfidential,ProjectName,Street,City,State,Zipcode,Country,LEEDSystemVersionDisplayName,PointsAchieved,CertLevel,CertDate,IsCertified,OwnerTypes,GrossFloorArea,UnitOfMeasurement,TotalPropArea,ProjectTypes,OwnerOrganization,RegistrationDate
1000186360,No,1333 North Kingsbury,1333 N Kingsbury St,Chicago,IL,60642,US,LEED v4.1 O+M: EB,62,Gold,05/03/2024 00:00,Yes,Investor: Investment Manager,101126,Sq ft,0,Office: Mixed-Use,Credit Suisse,17/10/2023 00:00
1000186397,No,Ionis - 2850 Gazelle,2850 Gazelle Ct,Carlsbad,CA,92008,US,LEED v4.1 O+M: EB,72,Gold,04/03/2024 00:00,Yes,"Investor: REIT, Non-traded",77249,Sq ft,0,Public Assembly: Convention Center,Oxford,18/10/2023 00:00
1000186401,No,6828 Nancy Ridge,6828 Nancy Ridge Drive,San Diego,CA,92121,US,LEED v4.1 O+M: EB,63,Gold,10/03/2025 00:00,Yes,Investor: Pension Fund,42138,Sq ft,0,Laboratory,Oxford,18/10/2023 00:00
1000186403,No,6118 Nancy Ridge,6118 Nancy Ridge Drive,San Diego,CA,92121,US,LEED v4.1 O+M: EB,62,Gold,19/11/2024 00:00,Yes,Investor: Pension Fund,31000,Sq ft,0,Laboratory,Oxford,18/10/2023 00:00
1000186406,No,6122-6126 Nancy Ridge,6122 Nancy Ridge Dr,San Diego,CA,92121,US,LEED v4.1 O+M: EB,64,Gold,29/10/2024 00:00,Yes,Corporate: Privately Held,68000,Sq ft,0,Laboratory,Oxford,18/10/2023 00:00
1000186473,No,Indian Designs Exports Pvt Ltd - Unit 9,Sy.No. 293,Sri Satya Sai District,Andra Pradesh,515261,IN,LEED v4.1 O+M: EB,81,Platinum,18/07/2024 00:00,Yes,Corporate: Privately Held,17593,Sq m,0,Industrial Manufacturing,Indian Designs Exports Pvt Ltd,20/10/2023 00:00
1000186477,No,CNL Center I,450 South Orange Ave,Orlando,FL,32801,US,LEED v4.1 O+M: EB,62,Gold,29/03/2024 00:00,Yes,Corporate: Privately Held,363030,Sq ft,0,Office: Administrative/Professional,Piedmont Office Realty Trust,20/10/2023 00:00
1000186483,No,CNL Center II,420 South Orange Avenue,Orlando,FL,32801,US,LEED v4.1 O+M: EB,63,Gold,29/03/2024 00:00,Yes,Corporate: Privately Held,279516,Sq ft,0,Office: Administrative/Professional,Piedmont Office Realty Trust,20/10/2023 00:00
1000186508,No,Seoul Finance Center,"84, Taepyungro1-ga, Chung-gu",Seoul,Soul-tŽukpyolsi,04520,KR,LEED v4 O+M: EB,81,Platinum,04/04/2024 00:00,Yes,Investor: Investment Manager,1164677,Sq ft,0,Office: Mixed-Use,GIC Real Estate Inc,22/10/2023 00:00
1000186510,No,MERCEDES-BENZ RESEARCH AND DEVELOPMENT,"Embassy Crest, Plot No. 5-P, EPIP Zone, Phase 1, Whitefield",Bengaluru,Karnataka,560066,IN,LEED v4.1 O+M: EB,84,Platinum,27/03/2024 00:00,Yes,Corporate: Privately Held,50395,Sq m,0,Office: Administrative/Professional,MERCEDES-BENZ RESEARCH AND DEVELOPMENT I,22/10/2023 00:00
1000186513,No,Dongguan Ever Gain Logistics WA,No.10 Wenwuchong Road Machong Town,Dongguan,Guangdong,523000,CN,LEED v4.1 O+M: EB,69,Gold,18/03/2024 00:00,Yes,Business Improvement District,3984,Sq m,0,Warehouse: General,"Dongguan Ever Gain Logistics Co., Ltd.",22/10/2023 00:00
1000186517,No,Dongguan Ever Gain Logistics WB,No.10 Wenwuchong Road Machong Town,Dongguan,Guangdong,523000,CN,LEED v4.1 O+M: EB,67,Gold,18/03/2024 00:00,Yes,Business Improvement District,4002,Sq m,0,Warehouse: General,"Dongguan Ever Gain Logistics Co., Ltd.",22/10/2023 00:00
1000186519,No,Dongguan Ever Gain Logistics WC,No.10 Wenwuchong Road Machong Town,Dongguan,Guangdong,523000,CN,LEED v4.1 O+M: EB,86,Platinum,18/03/2024 00:00,Yes,Business Improvement District,4704,Sq m,0,Warehouse: General,"Dongguan Ever Gain Logistics Co., Ltd.",22/10/2023 00:00
1000186524,No,Dongguan Ever Gain Logistics WD,No.10 Wenwuchong Road Machong Town,Dongguan,Guangdong,523000,CN,LEED v4.1 O+M: EB,73,Gold,18/03/2024 00:00,Yes,Business Improvement District,5992,Sq m,0,Warehouse: General,"Dongguan Ever Gain Logistics Co., Ltd.",22/10/2023 00:00
1000186527,No,DWTC One Central Offices,Dubai,Dubai,AE,0000,AE,LEED v4 O+M: EB,72,Gold,18/12/2024 00:00,Yes,Corporate: Privately Held,1714845,Sq ft,0,Office: Administrative/Professional,Dubai World Trade Centre LLC owned by Du,23/10/2023 00:00
1000186536,Yes,Confidential,Confidential,Confidential,Madrid,Confidential,ES,LEED v4 BD+C: NC,65,Gold,19/02/2025 00:00,Yes,Confidential,4338,Sq m,0,Confidential,Confidential,23/10/2023 00:00
1000186561,No,Merriweather Row  10480,10480 Little Patuxent Parkway,Columbia,MD,21044,US,LEED v4.1 O+M: EB,50,Silver,12/06/2025 00:00,Yes,Corporate: Publicly Traded,148643,Sq ft,0,Office: Other Office,Howard Hughes Corporation,23/10/2023 00:00
1000186603,No,Krypton India Solutions Private Limited,"Plot No. 16A, Bommasandra Industrial Are",Bangalore,Karnataka,560099,IN,LEED v4 BD+C: NC,55,Silver,30/04/2024 00:00,Yes,Corporate: Privately Held,58822,Sq ft,0,Office: Other Office,Krypton (India) Solutions Private Limite,24/10/2023 00:00
1000186704,No,Laboratorios Pfizer DUMAS,"Rua Alexandre Dumas, 1860 - Santo Amaro",Sao Paulo,SP,04717-904,BR,LEED v4.1 O+M: EB,69,Gold,01/10/2024 00:00,Yes,Corporate: Publicly Traded,10059.17,Sq m,0,Office: Administrative/Professional,Pfizer,25/10/2023 00:00
1000186845,No,"Infinitus Plaza, Hong Kong","199 Des Veoux Road Central, Hong Kong",Hong Kong,HK,0,HK,LEED v4.1 O+M: EB,70,Gold,16/07/2025 00:00,Yes,Corporate: Privately Held,36850.8,Sq m,0,Office: Mixed-Use,"H-Properties, Hong Kong",29/10/2023 00:00
1000186852,No,Far Eastern Corporate Building,"No. 28, Bailianjing Road, Pudong New Dis",shanghai,,200120,CN,LEED v4.1 O+M: EB,85,Platinum,17/04/2024 00:00,Yes,Corporate: Privately Held,28710,Sq m,0,Office: Mixed-Use,Yuan Ding Enterprise(Shanghai)Ltd.,29/10/2023 00:00
1000186926,No,Hong Leong Plaza & M Social Hotel,Zhongyuan Road NO.788,Suzhou,Jiangsu,215028,CN,LEED v4.1 O+M: EB,73,Gold,25/03/2024 00:00,Yes,Corporate: Privately Held,72214,Sq m,0,Other,SUZHOU GLOBAL CITY GENWAY PROPERTIES CO.,31/10/2023 00:00
1000186928,No,HLCC Mall,Zhongyuan Road NO.788,Suzhou,Jiangsu,215028,CN,LEED v4.1 O+M: EB,82,Platinum,21/03/2024 00:00,Yes,Corporate: Privately Held,59572,Sq m,0,Retail: Enclosed Mall,SUZHOU GLOBAL CITY GENWAY PROPERTIES CO.,31/10/2023 00:00
1000186986,No,Shui On Plaza,No 333 Huaihai Middle Road Huangpu,SHANGHAI,,200000,CN,LEED v4.1 O+M: EB,82,Platinum,21/03/2024 00:00,Yes,Corporate: Privately Held,77068,Sq m,0,Office: Mixed-Use,Shui On Group,01/11/2023 00:00
1000187091,No,Shreeji Exim Works LLP,"W 103D, TTC Industrial Area, MIDC Indust",Mumbai,Maharashtra,400705,IN,LEED v4.1 O+M: EB,82,Platinum,22/03/2024 00:00,Yes,Corporate: Privately Held,20667,Sq ft,0,Industrial Manufacturing,Shreeji Exim Works LLP,03/11/2023 00:00
1000187136,No,VX Chengdu Longquan Logistics Park W1,Chechengdonger Road,Chengdu,Sichuan,610101,CN,LEED v4.1 O+M: EB,65,Gold,29/02/2024 00:00,Yes,Corporate: Privately Held,38879,Sq m,0,Warehouse: Refrigerated,"VX Logistics Development Co., Ltd",06/11/2023 00:00
1000187138,No,VX Chengdu Longquan Logistics Park W2,Chechengdonger Road,Chengdu,Sichuan,610100,CN,LEED v4.1 O+M: EB,65,Gold,28/02/2024 00:00,Yes,Corporate: Privately Held,28592,Sq m,0,Warehouse: Refrigerated,"VX Logistics Development Co., Ltd",06/11/2023 00:00
1000187140,No,VX Chengdu Longquan Logistics Park W3,Chechengdonger Road,Chengdu,Sichuan,610100,CN,LEED v4.1 O+M: EB,65,Gold,04/03/2024 00:00,Yes,Corporate: Privately Held,24138,Sq m,0,Warehouse: Refrigerated,"VX Logistics Development Co., Ltd",06/11/2023 00:00
1000187144,No,LLUIS MUNTADAS 5,Lluis muntadas 5,Cornella de Llobregat,Barcelona,8940,ES,LEED v4.1 O+M: EB,67,Gold,01/07/2024 00:00,Yes,Investor: Investment Manager,13553,Sq m,0,Office: Administrative/Professional,Kefren Capital,06/11/2023 00:00
1000187214,No,CESC Ltd. - Dum Dum Substation,"11, Rishi Bankim Chandra Street,",Kolkata,West Bengal,700028,IN,LEED v4.1 O+M: EB,84,Platinum,10/03/2024 00:00,Yes,Corporate: Publicly Traded,10893,Sq ft,0,Service: Other Service,CESC Limited,06/11/2023 00:00
1000187216,No,CESC Ltd. - East Calcutta Substation,"155 & 156, Manicktola Main Road, Kol - 5",Kolkata,West Bengal,700054,IN,LEED v4.1 O+M: EB,80,Platinum,10/03/2024 00:00,Yes,Corporate: Publicly Traded,20830,Sq ft,0,Service: Other Service,CESC Limited,06/11/2023 00:00
1000187218,No,CESC Ltd. - Jadavpore Substation,"P-1/G, Russa Road (S), 1st Lane, Kol - 3",Kolkata,West Bengal,700033,IN,LEED v4.1 O+M: EB,80,Platinum,10/03/2024 00:00,Yes,Corporate: Publicly Traded,16737,Sq ft,0,Service: Other Service,CESC Limited,07/11/2023 00:00
1000187220,No,CESC Ltd. - Majerhat Substation,"1, Taratolla Road, Kol - 53, P.S. - Tara",Kolkata,West Bengal,700053,IN,LEED v4.1 O+M: EB,83,Platinum,10/03/2024 00:00,Yes,Corporate: Publicly Traded,23541,Sq ft,0,Service: Other Service,CESC Limited,07/11/2023 00:00
1000187222,No,CESC Ltd. - Mulajore Substation,"Mulajore, 2 West Ghoshpara Road, Shyamna",Kolkata,West Bengal,743127,IN,LEED v4.1 O+M: EB,83,Platinum,10/03/2024 00:00,Yes,Corporate: Publicly Traded,31497,Sq ft,0,Service: Other Service,CESC Limited,07/11/2023 00:00
1000187224,No,CESC Ltd. - New Cossipore Substation,"28, Jheel Road,",Kolkata,West Bengal,700002,IN,LEED v4.1 O+M: EB,82,Platinum,10/03/2024 00:00,Yes,Corporate: Publicly Traded,46074,Sq ft,0,Service: Other Service,CESC Limited,07/11/2023 00:00
1000187231,No,CESC Ltd. - West Bank Receiving Station,"132, G.T. Road, Rishra, Hooghly,",Rishra,West Bengal,712248,IN,LEED v4.1 O+M: EB,82,Platinum,28/03/2024 00:00,Yes,Corporate: Publicly Traded,20130,Sq ft,0,Service: Other Service,CESC Limited,07/11/2023 00:00
1000187233,No,CHINA MERCHANTS Garden City,"No. 1777, North Section of Tianfu Avenue",CHENGDU,Sichuan,610000,CN,LEED v4.1 O+M: EB,67,Gold,15/04/2024 00:00,Yes,Corporate: Privately Held,153151,Sq m,0,Retail: Open Shopping Center,Chengdu China Merchants Yuankang Real Es,07/11/2023 00:00
1000187240,No,Edificio Athenas,"R. Dr. Fernandes Coelho, 64",Sao Paulo,SP,05423-040,BR,LEED v4.1 O+M: EB,64,Gold,12/08/2024 00:00,Yes,"Investor: REIT, Publicly traded",7783,Sq m,0,Office: Administrative/Professional,Kinea,07/11/2023 00:00
1000187379,No,Meininger Roma,"Via S. Martino della Battaglia, 16",Roma,RM,185,IT,LEED v4.1 O+M: EB,69,Gold,27/02/2025 00:00,Yes,Investor: Investment Manager,6428,Sq m,0,"Lodging: Hotel/Motel/Resort, Limited Service",Via Palestro srl,08/11/2023 00:00
1000187381,No,"Al Sila Tower, ADGM Square","Al Sila Tower , Abu Dhabi Global Market",Abu Dhabi,AE,000000,AE,LEED v4.1 O+M: EB,84,Platinum,12/06/2024 00:00,Yes,Corporate: Privately Held,60135,Sq m,0,Office: Mixed-Use,ALDAR Properties,08/11/2023 00:00
1000187383,No,Bagmane Tech Park - Master Site,"Bagmane Laurel, cauveri colony, GM Palya",Bengaluru,Karnataka,560093,IN,LEED v4.1 O+M: EB,4,Denied,04/07/2024 00:00,Yes,Corporate: Privately Held,2942709,Sq ft,0,Office: Administrative/Professional,Bagmane Group,08/11/2023 00:00
1000187389,No,Confeccoes Vanelise,"Rodovia Giacomo Destro, 1700",Nova Veneza,SC,88865-000,BR,LEED v4 BD+C: NC,82,Platinum,02/05/2024 00:00,Yes,Corporate: Privately Held,10212,Sq m,0,Industrial Manufacturing,Vanelise Confeccoes,08/11/2023 00:00
1000187450,No,Hoerbiger New Plant Project,West of Donggang Road and south of Anyua,Changzhou,Jiangsu,213001,CN,LEED v4 BD+C: NC,71,Gold,18/01/2024 00:00,Yes,Corporate: Privately Held,14414,Sq m,0,Industrial Manufacturing,HOERBIGER COMPRESSION TECHNOLOGY (CHINA),08/11/2023 00:00
1000187456,No,Hitachi Elevator new test tower H1,"No.638 Shibei Industrial Road, Dashi Tow",Guangzhou,Guangdong,511400,CN,LEED v4.1 O+M: EB,82,Platinum,20/02/2024 00:00,Yes,Corporate: Privately Held,15450,Sq m,0,Industrial Manufacturing,"Hitachi Elevator (China) Co., LTD",08/11/2023 00:00
1000187483,No,Quest Mall,"33, Syed Amir Ali Avenue,",Kolkata,West Bengal,700017,IN,LEED v4.1 O+M: EB,82,Platinum,02/05/2024 00:00,Yes,Corporate: Privately Held,410000,Sq ft,0,Retail: Enclosed Mall,Quest Properties India Limited,09/11/2023 00:00
1000187486,No,Radisson Blu Hotel,90-4 Marathahalli Outer Ring Road,Bengaluru,Karnataka,560037,IN,LEED v4.1 O+M: EB,84,Platinum,21/06/2024 00:00,Yes,Corporate: Privately Held,25914.3,Sq m,0,"Lodging: Hotel/Motel/Resort, Full Service",Charishma Hotels Private Limited,10/11/2023 00:00
1000187546,No,Edificio Madison,"R. Gomes de Carvalho, 1195",Sao Paulo,SP,04547-004,BR,LEED v4.1 O+M: EB,60,Gold,01/11/2024 00:00,Yes,"Investor: REIT, Publicly traded",10101,Sq m,0,Office: Administrative/Professional,Kinea,13/11/2023 00:00
1000187552,No,Edificio Bela Paulista,"Av. Paulista, 2421",Sao Paulo,SP,01311-300,BR,LEED v4.1 O+M: EB,71,Gold,26/07/2024 00:00,Yes,"Investor: REIT, Publicly traded",7255,Sq m,0,Office: Administrative/Professional,Kinea,13/11/2023 00:00
1000187554,No,Edificio Lagoa Corporate,"Rua Humaitß, 275",Rio de Janeiro,RJ,22261-005,BR,LEED v4.1 O+M: EB,53,Silver,01/10/2024 00:00,Yes,"Investor: REIT, Publicly traded",10967,Sq m,0,Office: Administrative/Professional,Kinea,13/11/2023 00:00
1000187556,No,Edificio Botafogo Trade Center,"R. Voluntßrios da Pßtria, 113",Rio de Janeiro,RJ,22270-000,BR,LEED v4.1 O+M: EB,61,Gold,19/11/2024 00:00,Yes,"Investor: REIT, Publicly traded",9354,Sq m,0,Office: Administrative/Professional,Kinea,13/11/2023 00:00
1000187570,No,INTERNATIONAL OCEAN SFC,NO.720 PUDONG AVENUE,Shanghai,,200120,CN,LEED v4.1 O+M: EB,83,Platinum,05/05/2024 00:00,Yes,Corporate: Privately Held,56472.37,Sq m,0,Office: Mixed-Use,SHANGHAI INTERNATIONAL OCEAN SHIPPING BU,14/11/2023 00:00
1000187572,No,Hilltop Xiuzhou Logistic Center W2,"No. 181, Ruiyin West Rd, Wangdian Town,",Jiaxing,Zhejiang,314011,CN,LEED v4.1 O+M: EB,61,Gold,03/05/2024 00:00,Yes,Corporate: Privately Held,12488,Sq m,0,Warehouse: Nonrefrigerated Distribution/Shipping,"Meizhi (Jiaxing) Technology Co., Ltd.",14/11/2023 00:00
1000187585,No,Buenos Aires Corporate,"Rua Buenos Aires, 15",Rio de Janeiro,RJ,20070-021,BR,LEED v4.1 O+M: EB,64,Gold,01/07/2024 00:00,Yes,"Investor: REIT, Publicly traded",8056,Sq m,0,Office: Administrative/Professional,Kinea,14/11/2023 00:00
1000187587,No,DGARDEN 662 RECERTIFICATION,"Av. Diagonal, 662-664",Barcelona,Barcelona,8034,ES,LEED v4 O+M: EB,85,Platinum,21/08/2024 00:00,Yes,Investor: Equity Fund,34242,Sq m,0,Office: Administrative/Professional,GARDEN (SPAIN) PROPCO S.L.,14/11/2023 00:00
1000187589,No,101 Station Landing,101 Station Landing,Medford,MA,02155,US,LEED v4 O+M: EB,58,Silver,28/10/2024 00:00,Yes,Corporate: Privately Held,163735,Sq ft,0,Office: Administrative/Professional,James Campbell Company LLC,14/11/2023 00:00
1000187604,No,Edificio Joaquim Floriano,"R. Joaquim Floriano, 913",Sao Paulo,SP,04534-013,BR,LEED v4.1 O+M: EB,69,Gold,03/09/2024 00:00,Yes,"Investor: REIT, Publicly traded",4936,Sq m,0,Office: Administrative/Professional,Kinea,14/11/2023 00:00
1000187633,No,DP World Head Office FZE,Jebel Ali Free Zone,Dubai,AE,17000,AE,LEED v4.1 O+M: EB,92,Platinum,01/10/2024 00:00,Yes,Corporate: Publicly Traded,188967,Sq ft,0,Office: Administrative/Professional,DP WORLD FZE,15/11/2023 00:00
1000187664,No,Rui Ming Plaza,"No.117,Yincheng Road, Pudong New Area Sh",Shanghai,,200120,CN,LEED v4.1 O+M: EB,84,Platinum,25/04/2024 00:00,Yes,Corporate: Privately Held,35647,Sq m,0,Office: Mixed-Use,China Shipbuilding Properties Limited,15/11/2023 00:00
1000187674,No,Reforma 222,"Av. P.? de la Reforma 222, Jußrez, Cuauh",Mexico City,DF,06600,MX,LEED v4.1 O+M: EB,67,Gold,22/05/2024 00:00,Yes,Corporate: Privately Held,652164,Sq ft,0,Office: Mixed-Use,FIBRA Danhos,15/11/2023 00:00
1000187688,No,Shanghai Beiye Logistics Warehouse,"111 Youdungang Road, Shihudang Town, Son",Shanghai,,201604,CN,LEED v4.1 O+M: EB,65,Gold,18/02/2024 00:00,Yes,Corporate: Privately Held,34522,Sq m,0,Warehouse: General,"Shanghai Beiye Logistics Co., Ltd.",16/11/2023 00:00
1000187690,Yes,Confidential,Confidential,Confidential,Karnataka,Confidential,IN,LEED v4.1 O+M: EB,78,Gold,19/07/2024 00:00,Yes,Confidential,183784,Sq ft,0,Confidential,Confidential,16/11/2023 00:00
1000187692,Yes,Confidential,Confidential,Confidential,Karnataka,Confidential,IN,LEED v4.1 O+M: EB,83,Platinum,19/07/2024 00:00,Yes,Confidential,146217,Sq ft,0,Confidential,Confidential,16/11/2023 00:00
1000187704,No,DHL - Jandira,"Estrada dos Alpes, 320 Jardim Beval",Jandira,SP,06423-080,BR,LEED v4.1 O+M: EB,69,Gold,16/10/2024 00:00,Yes,Corporate: Privately Held,40006.8,Sq m,0,Warehouse: Nonrefrigerated Distribution/Shipping,DHL Logistics (Brazil) Ltda.,16/11/2023 00:00
1000187708,No,Hospital Moriah,Av Moaci 974 Planalto Paulista,Sao Paulo,SP,04083-002,BR,LEED v4.1 O+M: EB,65,Gold,09/12/2024 00:00,Yes,Corporate: Privately Held,11104,Sq m,0,Healthcare: Inpatient,Rede Moriah Saude Ltda,16/11/2023 00:00
1000187726,No,CESC Ltd. - Belur Receiving Station,"211, Girish Ghosh Road, PO- Belur Math,",Howrah,West Bengal,711202,IN,LEED v4.1 O+M: EB,81,Platinum,22/04/2024 00:00,Yes,Corporate: Publicly Traded,16711,Sq ft,0,Service: Other Service,CESC Limited,17/11/2023 00:00
1000187771,No,3150 Fairview Park Drive,3150 Fairview Park Drive,Falls Church,VA,22042,US,LEED v4.1 O+M: EB,53,Silver,30/04/2024 00:00,Yes,Corporate: Privately Held,257489,Sq ft,0,Office: Mixed-Use,Vanderbilt Office Properties,17/11/2023 00:00
1000187845,No,PRESTIGE OBELISK,"PRESTIGE OBELISK NO.3 , KASTURBA ROAD",BANAGALORE,Karnataka,560001,IN,LEED v4.1 O+M: EB,67,Gold,06/06/2024 00:00,Yes,Corporate: Privately Held,126862,Sq ft,0,Office: Administrative/Professional,PRESTIGE PROPERTY MANAGEMENT  &  SERVICE,21/11/2023 00:00
1000188028,No,Comfort Inn & Suites,4375 E Craig Rd,Las Vegas,NV,89115,US,LEED v4.1 O+M: EB,60,Gold,17/01/2025 00:00,Yes,Corporate: Privately Held,42983,Sq ft,0,"Lodging: Hotel/Motel/Resort, Full Service",United Brothers Hospitality Group,21/11/2023 00:00
1000188030,No,"South West Regional Office, CESC Ltd.","P-18, Taratolla Road, Kolakata - 700088.",Kolkata,West Bengal,700088,IN,LEED v4.1 O+M: EB,83,Platinum,12/03/2024 00:00,Yes,Corporate: Publicly Traded,35900,Sq ft,0,Office: Administrative/Professional,CESC Limited,21/11/2023 00:00
1000188050,No,Pacific Place Mall,"88 Queensway, Admiralty Pacific Place",Hong Kong,HK,00000,HK,LEED v4.1 O+M: EB,82,Platinum,26/05/2024 00:00,Yes,Corporate: Privately Held,109113,Sq m,0,Retail: Open Shopping Center,Swire Properties Limited,22/11/2023 00:00
1000188053,No,Watson Centre,16 Kung Yip St,Hong Kong,NT,00000,HK,LEED v4.1 O+M: EB,61,Gold,02/05/2024 00:00,Yes,Corporate: Privately Held,62000,Sq m,0,Warehouse: Nonrefrigerated Distribution/Shipping,Hutchison Whampoa Project Management (Li,22/11/2023 00:00
1000188059,No,P&G Beijing office expansion,No.35 Yu'an Road,Beijing,,101300,CN,LEED v4 BD+C: NC,54,Silver,07/10/2024 00:00,Yes,Corporate: Publicly Traded,2887,Sq m,0,Office: Administrative/Professional,Procter & Gamble,22/11/2023 00:00
1000188099,No,SUZHOU PORT BUILDING,"No.60 of Suzhou Qinglonggang Road, Xiang",Suzhou,Jiangsu,215133,CN,LEED v4.1 O+M: EB,84,Platinum,26/09/2024 00:00,Yes,Corporate: Publicly Traded,75933,Sq m,0,Office: Administrative/Professional,SUZHOU PORT GROUP,23/11/2023 00:00
1000188123,No,Seoul Square Recertification,"416, Hanggang-daero, Jung-gu",Seoul,Soul-tŽukpyolsi,04637,KR,LEED v4 O+M: EB,83,Platinum,06/12/2024 00:00,Yes,Investor: Equity Fund,1190015,Sq ft,0,Office: Mixed-Use,KR1,23/11/2023 00:00
1000188130,No,Air China Century Building,"No.40  Xiaoyun Road, Chaoyang District,B",Beijing,,100027,CN,LEED v4.1 O+M: EB,85,Platinum,22/03/2024 00:00,Yes,Corporate: Privately Held,89854,Sq m,0,Office: Administrative/Professional,Air China Property Hotel Management Co.L,23/11/2023 00:00
1000188161,No,Hongwell International Plaza Shanghai,"No. 1600-1602, Zhongshan West Road, Xuhu",Shanghai,,200030,CN,LEED v4.1 O+M: EB,82,Platinum,07/07/2024 00:00,Yes,Corporate: Privately Held,71700,Sq m,0,Office: Mixed-Use,"Shanghai Hongwell Real Estate Co.,Ltd.",27/11/2023 00:00
1000188196,No,Queimados Condominio,"Av. Guandu, 1000- Jardim Alvorada",Queimados,RJ,26320-270,BR,LEED v4.1 O+M: EB,57,Silver,20/12/2024 00:00,Yes,Corporate: Publicly Traded,12456.64,Sq ft,0,Retail: Restaurant/Cafeteria,Prologis Brazil,27/11/2023 00:00
1000188267,No,Cajamar III Condominio - Office Building,"Av. Antonio CÔndido Machado, 3300 - Faze",Cajamar,SP,07750-000,BR,LEED v4.1 O+M: EB,62,Gold,20/12/2024 00:00,Yes,Corporate: Publicly Traded,274,Sq m,0,Office: Mixed-Use,Prologis Brazil,29/11/2023 00:00
1000188271,No,Dutra SP Condominio - Office Building,Rodovia Presidente Dutra (BR-116) KM 203,Aruja,SP,07432-575,BR,LEED v4.1 O+M: EB,59,Silver,01/04/2025 00:00,Yes,Corporate: Publicly Traded,2279,Sq ft,0,Retail: Restaurant/Cafeteria,Prologis Brazil,29/11/2023 00:00
1000188308,Yes,Confidential,Confidential,Confidential,InchŽon-jikhalsi,Confidential,KR,LEED v4.1 O+M: EB,67,Gold,12/07/2024 00:00,Yes,Confidential,114264,Sq m,0,Confidential,Confidential,29/11/2023 00:00
1000188381,No,Pangyo Techno Valley GB I,"19, Pangyo-ro 256beon-gil, Bundang-gu",Seongnam,Kyonggi-do,13487,KR,LEED v4.1 O+M: EB,65,Gold,26/11/2024 00:00,Yes,Investor: Investment Manager,26500.86,Sq m,0,Office: Mixed-Use,Edn General Private Real Estate Investme,01/12/2023 00:00
1000188385,No,Pangyo Techno Valley GB II,"25, Pangyo-ro 256beon-gil, Bundang-gu",Seongnam,Kyonggi-do,13487,KR,LEED v4.1 O+M: EB,64,Gold,26/11/2024 00:00,Yes,Investor: Investment Manager,12142,Sq m,0,Office: Mixed-Use,Edn General Private Real Estate Investme,01/12/2023 00:00
1000188387,No,CENTRE POINT GWANGHWAMUN,"31, Saemunan-ro 5-gil, Jongno-gu",Seoul,Soul-tŽukpyolsi,03173,KR,LEED v4.1 O+M: EB,65,Gold,18/11/2024 00:00,Yes,Investor: Investment Manager,29474,Sq m,0,Office: Mixed-Use,KOCREF 36th REITs,01/12/2023 00:00
1000188406,No,WestChase I,4020 Westchase Blvd,Raleigh,NC,27607,US,LEED v4.1 O+M: EB,53,Silver,19/07/2024 00:00,Yes,Investor: Equity Fund,100907,Sq ft,0,Office: Administrative/Professional,The Brookdale Group,01/12/2023 00:00
1000188408,No,WestChase II,4000 Westchase Blvd,Raleigh,NC,27607,US,LEED v4.1 O+M: EB,44,Certified,16/09/2024 00:00,Yes,Investor: Equity Fund,115548,Sq ft,0,Office: Administrative/Professional,The Brookdale Group,01/12/2023 00:00
1000188424,No,Dhariwal Infrastructure Limited,"2 X 300áMW PoweráProject, C-6 Tadali Gro",Chandrapur,Maharashtra,442406,IN,LEED v4.1 O+M: EB,81,Platinum,13/03/2024 00:00,Yes,Corporate: Publicly Traded,22615,Sq ft,0,Office: Administrative/Professional,Dhariwal Infrastructure Limited,02/12/2023 00:00
1000188592,No,"Pinkcity Jewelhouse Pvt Ltd, Unit-I","G-1, 179/180, SEZ-II, Sitapura Industria",Jaipur,Rajasthan,322242,IN,LEED v4.1 O+M: EB,74,Gold,05/03/2024 00:00,Yes,Corporate: Privately Held,24465,Sq ft,0,Industrial Manufacturing,Pinkcity Jewelhouse Private Limited,04/12/2023 00:00
1000188614,No,Cypress Point,"Embassy Golf Links Business Park, Signat",Bengaluru,Karnataka,560017,IN,LEED v4.1 O+M: EB,89,Platinum,06/05/2024 00:00,Yes,Corporate: Privately Held,211460,Sq ft,0,Office: Mixed-Use,GOLFLINKS SOFTWARE PARK PRIVATE LIMITED,05/12/2023 00:00
