Project_Id,Country,StateName,CityName,ProjectTypes,CertLevel,PointsAchieved,FloorArea,EnergySaving,CO2Avoided,CertDate
1000204473,CN,SIC,NAN,"Warehouse: General",Gold,68,21440.61,2680076,1500843,"2024-09-12 00:00:00"
1000204475,CN,SIC,NAN,"Warehouse: General",Gold,69,17875,2234375,1251250,"2024-09-12 00:00:00"
1000204477,CN,ZHE,JIA,"Warehouse: General",Gold,70,29881,3735125,2091670,"2024-09-12 00:00:00"
1000204479,CN,ZHE,JIA,"Warehouse: General",Gold,70,27168,3396000,1901760,"2024-09-18 00:00:00"
1000204481,CN,ZHE,JIA,"Warehouse: General",Gold,70,30799,3849875,2155930,"2024-09-18 00:00:00"
1000204483,CN,ZHE,JIA,"Warehouse: General",Gold,70,29881,3735125,2091670,"2024-09-18 00:00:00"
1000204501,CN,HUN,CHA,"Warehouse: General",Gold,64,20116,2514500,1408120,"2024-12-03 00:00:00"
1000204503,CN,HUN,CHA,"Warehouse: General",Gold,64,20503,2562875,1435210,"2024-12-03 00:00:00"
1000204505,CN,HUN,CHA,"Warehouse: General",Gold,64,19272,2409000,1349040,"2024-12-03 00:00:00"
1000204507,CN,HUN,CHA,"Warehouse: General",Gold,64,19864,2483000,1390480,"2024-12-03 00:00:00"
1000204509,CN,SIC,CHE,"Warehouse: General",Gold,68,18679.37,2334921,1307556,"2024-12-03 00:00:00"
1000204511,CN,SHA,XIA,"Warehouse: General",Gold,69,25619,3202375,1793330,"2024-12-09 00:00:00"
1000204513,CN,SHA,XIA,"Warehouse: General",Gold,70,14134,1766750,989380,"2024-12-09 00:00:00"
1000204515,CN,SHA,XIA,"Warehouse: General",Gold,71,23615,2951875,1653050,"2024-12-10 00:00:00"
1000204517,CN,HAE,HAE,"Warehouse: General",Gold,63,16065,2008125,1124550,"2024-12-03 00:00:00"
1000204519,CN,HAE,HAE,"Warehouse: General",Gold,63,16065,2008125,1124550,"2024-12-03 00:00:00"
1000204521,CN,HAR,HAR,"Warehouse: General",Gold,63,14890,1861250,1042300,"2024-12-03 00:00:00"
1000204523,CN,HAR,HAR,"Warehouse: General",Gold,63,12462,1557750,872340,"2024-12-03 00:00:00"
1000204525,CN,GUA,ZHO,"Warehouse: General",Gold,64,14327.36,1790920,1002915,"2024-12-03 00:00:00"
1000204527,CN,CON,CON,CONF,Gold,64,9785.13,611571,342480,"2024-12-03 00:00:00"
1000204529,CN,CHO,CHO,"Warehouse: General",Gold,67,22118,2764750,1548260,"2024-12-03 00:00:00"
1000204533,CN,CHO,CHO,"Warehouse: General",Gold,67,24920,3115000,1744400,"2024-12-03 00:00:00"
1000204535,CN,GUI,GUI,"Warehouse: General",Gold,61,12112,1514000,847840,"2024-12-03 00:00:00"
1000204539,CN,GUI,GUI,"Warehouse: General",Gold,63,17063,2132875,1194410,"2024-12-03 00:00:00"
1000204541,CN,GUI,GUI,"Warehouse: General",Gold,62,23262.8,2907850,1628396,"2024-12-03 00:00:00"
1000204543,CN,SHA,JIN,"Warehouse: General",Gold,64,21298,2662250,1490860,"2024-12-03 00:00:00"
1000204547,CN,SHA,JIN,"Warehouse: General",Gold,63,21355,2669375,1494850,"2024-12-03 00:00:00"
1000204549,CN,SHA,JIN,"Warehouse: General",Gold,62,20317,2539625,1422190,"2024-12-03 00:00:00"
1000204553,CN,SHA,JIN,"Warehouse: General",Gold,63,18085,2260625,1265950,"2024-12-03 00:00:00"
1000204556,CN,JIA,NAN,"Warehouse: General",Gold,67,23082,2885250,1615740,"2024-12-03 00:00:00"
1000204558,CN,JIA,NAN,"Warehouse: General",Gold,66,26217,3277125,1835190,"2024-12-03 00:00:00"
1000204560,CN,JIA,NAN,"Warehouse: General",Gold,67,25548,3193500,1788360,"2024-12-03 00:00:00"
1000204562,CN,SHA,QIN,"Warehouse: General",Gold,72,20769,2596125,1453830,"2024-12-03 00:00:00"
1000204564,CN,SHA,QIN,"Warehouse: General",Gold,72,39118,4889750,2738260,"2024-12-03 00:00:00"
1000204566,CN,SHA,QIN,"Warehouse: General",Gold,70,15818,1977250,1107260,"2024-12-03 00:00:00"
1000204568,CN,TIA,TIA,"Warehouse: General",Gold,65,15459,1932375,1082130,"2025-04-06 00:00:00"
1000204570,CN,TIA,TIA,"Warehouse: General",Gold,66,14518,1814750,1016260,"2025-04-06 00:00:00"
1000204572,CN,SHE,SHE,"Warehouse: General",Gold,66,18716,2339500,1310120,"2025-03-07 00:00:00"
1000204574,CN,SHE,SHE,"Warehouse: General",Gold,68,24166,3020750,1691620,"2025-05-06 00:00:00"
1000204576,CN,TIA,TIA,"Warehouse: General",Gold,67,17585,2198125,1230950,"2025-04-10 00:00:00"
1000204578,CN,TIA,TIA,"Warehouse: General",Gold,69,21385,2673125,1496950,"2025-04-06 00:00:00"
1000204580,CN,HUB,WUH,"Warehouse: General",Gold,68,18977,2372125,1328390,"2025-04-06 00:00:00"
1000204582,CN,HUB,WUH,"Warehouse: General",Gold,67,19251,2406375,1347570,"2025-04-06 00:00:00"
1000204584,CN,HUB,WUH,"Warehouse: General",Gold,66,16013,2001625,1120910,"2025-04-06 00:00:00"
1000204586,CN,HUB,WUH,"Warehouse: General",Gold,65,16464,2058000,1152480,"2025-04-06 00:00:00"
1000204588,CN,SHA,XIA,"Warehouse: General",Gold,62,10466,1308250,732620,"2025-03-11 00:00:00"
1000204590,CN,SHA,XIA,"Warehouse: General",Gold,61,10466,1308250,732620,"2025-03-11 00:00:00"
1000204592,CN,SHA,XIA,"Warehouse: General",Gold,61,10171,1271375,711970,"2025-03-11 00:00:00"
1000204594,CN,SHA,XIA,"Warehouse: General",Gold,65,11799,1474875,825930,"2025-03-11 00:00:00"
1000204596,CN,SHA,XIA,"Warehouse: General",Gold,64,11375,1421875,796250,"2025-03-11 00:00:00"
1000204598,CN,SHA,XIA,"Warehouse: General",Gold,63,10705,1338125,749350,"2025-03-11 00:00:00"
1000204617,CN,SHA,YAN,"Warehouse: General",Gold,66,15664,1958000,1096480,"2025-03-16 00:00:00"
1000204619,CN,SHA,YAN,"Warehouse: General",Gold,68,14307,1788375,1001490,"2025-03-16 00:00:00"
1000204621,CN,SHA,YAN,"Warehouse: General",Gold,66,16131,2016375,1129170,"2025-03-16 00:00:00"
1000204623,CN,SHA,YAN,"Warehouse: General",Gold,66,21440,2680000,1500800,"2025-03-16 00:00:00"
1000204625,CN,HEN,ZHE,"Warehouse: General",Gold,70,23015,2876875,1611050,"2025-05-06 00:00:00"
1000204627,CN,CON,CON,CONF,Gold,68,23068,1441750,807380,"2024-12-03 00:00:00"
1000204629,CN,HEN,ZHE,"Warehouse: General",Gold,67,15493,1936625,1084510,"2025-05-06 00:00:00"
1000204631,HK,HK,CHK,"Office: Mixed-Use",Platinum,84,33241,1745152,1012188,"2025-03-15 00:00:00"
1000204640,CN,SHA,SHA,"Retail: Enclosed Mall",Platinum,81,116699,13274511,7433726,"2024-10-08 00:00:00"
1000204643,HK,HK,HK,"Office: Administrative/Professional",Platinum,82,94144.22,4942572,2866691,"2024-10-15 00:00:00"
1000204653,IN,CHH,DUR,"Retail: Other Retail",Gold,76,3428.03,278527,197754,"2024-12-13 00:00:00"
1000204655,IN,AP,VIJ,"Retail: Convenience Store",Gold,70,8469.04,423452,300651,"2024-12-14 00:00:00"
1000204657,IN,GUJ,BHA,"Retail: Convenience Store",Gold,76,9181.05,459052,325927,"2024-12-14 00:00:00"
1000204659,IN,GUJ,SUR,"Retail: Convenience Store",Gold,77,7962.07,398104,282653,"2024-12-14 00:00:00"
1000204661,IN,GUJ,SUR,"Retail: Convenience Store",Gold,75,9741.07,487054,345808,"2024-12-14 00:00:00"
1000204709,IN,GUJ,NAV,"Retail: Convenience Store",Gold,78,8147.04,407352,289220,"2025-01-15 00:00:00"
1000204711,IN,HAR,FAR,"Retail: Convenience Store",Gold,76,8173.05,408652,290143,"2024-12-06 00:00:00"
1000204714,IN,CON,CON,CONF,Platinum,89,69635,6093062,4326074,"2025-03-01 00:00:00"
1000204716,IN,MP,MAN,"Retail: Convenience Store",Gold,75,4336.06,216803,153930,"2025-01-15 00:00:00"
1000204721,IN,MP,IND,"Retail: Convenience Store",Gold,75,5818.24,290912,206548,"2025-01-15 00:00:00"
1000204723,IN,MP,PIT,"Retail: Convenience Store",Gold,76,4022.05,201102,142783,"2024-12-14 00:00:00"
1000204725,IN,PUN,JAL,"Retail: Convenience Store",Gold,73,9262.06,463103,328803,"2024-12-06 00:00:00"
1000204727,IN,RAJ,JAI,"Retail: Convenience Store",Gold,77,6008.04,300402,213285,"2024-12-06 00:00:00"
1000204729,IN,UP,GHA,"Retail: Convenience Store",Gold,77,8424.07,421204,299054,"2024-11-26 00:00:00"
1000204732,AE,AE,SHA,"Office: Administrative/Professional",Gold,65,19516,731850,292740,"2025-03-24 00:00:00"
1000204734,IN,GUJ,GOD,"Retail: Convenience Store",Gold,71,3331.04,166552,118252,"2025-01-15 00:00:00"
1000204736,IN,GUJ,NAV,"Retail: Convenience Store",Gold,77,3956,197800,140438,"2024-12-14 00:00:00"
1000204738,AE,AE,AD,"Office: Administrative/Professional",Gold,68,35570,1333875,533550,"2024-11-13 00:00:00"
1000204745,IN,GUJ,AHM,"Retail: Convenience Store",Gold,78,7197.01,359850,255494,"2024-12-14 00:00:00"
1000204749,IN,MAH,NAS,"Retail: Convenience Store",Gold,76,7320.01,366000,259860,"2024-12-14 00:00:00"
1000204751,IN,RAJ,JAI,"Retail: Convenience Store",Gold,78,6501.54,325077,230805,"2025-01-15 00:00:00"
1000204753,IN,UP,GN,"Retail: Convenience Store",Gold,67,7903.07,395154,280559,"2024-12-14 00:00:00"
1000204768,CN,HEN,KAI,"Warehouse: General",Gold,72,7461,932625,522270,"2024-09-13 00:00:00"
1000204770,CN,HEN,KAI,"Warehouse: General",Gold,69,8048,1006000,563360,"2024-09-13 00:00:00"
1000204772,CN,HEN,KAI,"Warehouse: General",Gold,67,12534,1566750,877380,"2024-09-13 00:00:00"
1000204774,CN,HEN,KAI,"Warehouse: General",Gold,65,10366,1295750,725620,"2024-09-13 00:00:00"
1000204776,CN,HEN,KAI,"Warehouse: General",Gold,70,11349,1418625,794430,"2024-09-13 00:00:00"
1000204778,CN,HEN,KAI,"Warehouse: General",Gold,71,11223,1402875,785610,"2024-09-13 00:00:00"
1000204780,CN,HEN,KAI,"Warehouse: General",Gold,69,11223,1402875,785610,"2024-09-13 00:00:00"
1000204788,IN,GUJ,SUR,"Retail: Other Retail",Gold,79,7188.09,584032,414663,"2025-01-16 00:00:00"
1000204792,IN,MP,IND,"Retail: Other Retail",Gold,78,6258.04,508466,361011,"2025-01-16 00:00:00"
1000204796,IN,PUN,MG,"Retail: Other Retail",Gold,78,3811.07,309649,219851,"2025-01-16 00:00:00"
1000204800,IN,KAR,GUL,"Retail: Other Retail",Gold,78,3056.04,248303,176295,"2025-01-14 00:00:00"
1000204803,IN,MAH,NAN,"Retail: Other Retail",Gold,75,3936.02,319802,227059,"2025-01-16 00:00:00"
1000204805,IN,KAR,MAN,"Retail: Other Retail",Gold,76,7614.98,618717,439289,"2025-01-14 00:00:00"
1000204807,IN,MAH,NAS,"Retail: Other Retail",Gold,78,5954.06,483767,343475,"2025-01-15 00:00:00"
1000204810,IN,MAH,DHU,"Retail: Other Retail",Gold,78,5012.02,407227,289131,"2025-01-15 00:00:00"
1000204814,IN,MAH,PAN,"Retail: Other Retail",Gold,72,8727.03,709071,503441,"2025-01-15 00:00:00"
1000204816,IN,KAR,UDU,"Retail: Other Retail",Gold,78,7922.02,643664,457002,"2025-01-14 00:00:00"
1000204818,IN,MAH,THA,"Retail: Other Retail",Gold,79,4526.05,367742,261097,"2025-01-15 00:00:00"
1000204822,IN,MAH,WAR,"Retail: Other Retail",Gold,76,2915.02,236845,168160,"2025-02-21 00:00:00"
1000204848,KR,SOU,SEO,"Office: Mixed-Use",Platinum,81,40517,2127142,872128,"2024-09-19 00:00:00"
1000204857,IN,TN,CHE,"Office: Administrative/Professional",Platinum,80,49657,2606992,1850965,"2025-06-04 00:00:00"
1000204949,US,CA,PAS,"Office: Government",Gold,66,1114.84,41806,18395,"2024-10-14 00:00:00"
1000204950,CN,SHA,SHA,"Office: Mixed-Use",Platinum,84,188889,9916672,5553337,"2024-11-21 00:00:00"
1000204953,IN,CON,CON,CONF,Gold,76,4452,278250,197558,"2024-12-09 00:00:00"
1000204954,IN,CON,CON,CONF,Gold,75,5077,317312,225292,"2025-04-22 00:00:00"
1000204956,CN,ZHE,HAN,"Office: Mixed-Use",Platinum,88,13287,697568,390638,"2024-08-27 00:00:00"
1000204959,IN,CON,CON,CONF,Gold,75,2049,128062,90924,"2024-12-09 00:00:00"
1000204961,IN,TG,MAN,"Retail: Grocery Store/Food Market",Gold,74,2939,146950,104334,"2024-12-09 00:00:00"
1000204963,IN,CON,CON,CONF,Gold,78,4280,267500,189925,"2024-12-09 00:00:00"
1000204965,IN,CON,CON,CONF,Gold,79,3525,220312,156422,"2024-12-09 00:00:00"
1000204967,IN,CON,CON,CONF,Gold,76,5375,335938,238516,"2025-01-16 00:00:00"
1000204971,CN,SHA,SHA,"Office: Mixed-Use",Platinum,83,160945,8449612,4731783,"2024-10-15 00:00:00"
1000204974,IN,CON,CON,CONF,Gold,76,2818,176125,125049,"2025-02-18 00:00:00"
1000204978,IN,CON,CON,CONF,Gold,78,6108,381750,271042,"2024-12-09 00:00:00"
1000204984,IN,MAH,NAG,"Retail: Other Retail",Gold,78,12687.11,1030828,731888,"2025-01-15 00:00:00"
1000205017,AE,AE,AD,"Lodging: Hotel/Motel/Resort, Full Service",Gold,63,49663,4035119,1614048,"2024-12-23 00:00:00"
1000205031,ES,BAL,MAL,"Office: Administrative/Professional",Gold,73,12748.95,478086,109960,"2024-12-10 00:00:00"
1000205057,BR,RJ,RDJ,"Office: Other Office",Gold,70,19435.84,728844,94750,"2024-12-09 00:00:00"
1000205075,CN,GUA,FOS,"Warehouse: General",Gold,70,15253,1906625,1067710,"2024-10-15 00:00:00"
1000205077,CN,GUA,FOS,"Warehouse: General",Gold,71,10297,1287125,720790,"2024-10-15 00:00:00"
1000205081,CN,GUA,FOS,"Warehouse: General",Gold,74,11284,1410500,789880,"2024-10-15 00:00:00"
1000205083,CN,GUA,FOS,"Warehouse: General",Gold,72,14778,1847250,1034460,"2024-10-15 00:00:00"
1000205085,CN,GUA,FOS,"Warehouse: General",Gold,70,12271,1533875,858970,"2024-10-15 00:00:00"
1000205087,CN,GUA,FOS,"Warehouse: General",Gold,71,12271,1533875,858970,"2024-10-15 00:00:00"
1000205089,CN,GUA,FOS,"Warehouse: General",Gold,73,12271,1533875,858970,"2024-10-15 00:00:00"
1000205092,CN,TIA,TIA,"Warehouse: General",Gold,71,9486,1185750,664020,"2024-10-28 00:00:00"
1000205095,CN,TIA,TIA,"Warehouse: General",Gold,70,9383,1172875,656810,"2024-10-07 00:00:00"
1000205097,CN,TIA,TIA,"Warehouse: General",Gold,71,12153,1519125,850710,"2024-10-07 00:00:00"
1000205099,CN,TIA,TIA,"Warehouse: General",Gold,70,11970,1496250,837900,"2024-10-07 00:00:00"
1000205101,CN,TIA,TIA,"Warehouse: General",Gold,70,9386,1173250,657020,"2024-10-07 00:00:00"
1000205103,CN,TIA,TIA,"Warehouse: General",Gold,71,12530,1566250,877100,"2024-10-07 00:00:00"
1000205105,CN,TIA,TIA,"Warehouse: General",Gold,71,12500,1562500,875000,"2024-10-10 00:00:00"
1000205107,CN,TIA,TIA,"Warehouse: General",Gold,71,9348,1168500,654360,"2024-10-07 00:00:00"
1000205109,CN,TIA,TIA,"Warehouse: General",Gold,72,9245,1155625,647150,"2024-10-07 00:00:00"
1000205111,CN,TIA,TIA,"Warehouse: General",Gold,72,12153,1519125,850710,"2024-10-07 00:00:00"
1000205113,CN,TIA,TIA,"Warehouse: General",Gold,72,11970,1496250,837900,"2024-10-07 00:00:00"
1000205117,CN,GUA,GUA,"Warehouse: General",Platinum,82,13779,2411325,1350342,"2024-12-09 00:00:00"
1000205119,CN,GUA,GUA,"Warehouse: General",Gold,66,13784,1723000,964880,"2024-12-09 00:00:00"
1000205121,CN,GUA,GUA,"Warehouse: General",Gold,75,17717,2214625,1240190,"2024-12-09 00:00:00"
1000205123,CN,GUA,GUA,"Warehouse: General",Platinum,81,17728,3102400,1737344,"2024-12-09 00:00:00"
1000205127,CN,GUA,GUA,"Warehouse: General",Gold,68,16788,2098500,1175160,"2024-12-09 00:00:00"
1000205129,CN,GUA,GUA,"Warehouse: General",Gold,72,16797,2099625,1175790,"2024-12-09 00:00:00"
1000205131,CN,GUA,GUA,"Warehouse: General",Gold,66,18094,2261750,1266580,"2024-12-09 00:00:00"
1000205133,CN,GUA,GUA,"Warehouse: General",Platinum,80,18104,3168200,1774192,"2024-12-09 00:00:00"
1000205135,CN,GUA,GUA,"Warehouse: General",Gold,72,18100,2262500,1267000,"2024-12-09 00:00:00"
1000205137,CN,GUA,GUA,"Warehouse: General",Gold,68,26306,3288250,1841420,"2024-12-09 00:00:00"
1000205139,CN,GUA,GUA,"Warehouse: General",Platinum,83,18248,3193400,1788304,"2024-12-09 00:00:00"
1000205141,CN,GUA,GUA,"Warehouse: General",Platinum,82,18238,3191650,1787324,"2024-12-09 00:00:00"
1000205146,CN,GUA,GUA,"Warehouse: General",Gold,70,13895,1736875,972650,"2024-12-09 00:00:00"
1000205148,CN,GUA,GUA,"Warehouse: General",Gold,72,13919,1739875,974330,"2024-12-09 00:00:00"
1000205150,CN,GUA,GUA,"Warehouse: General",Gold,72,13892,1736500,972440,"2024-12-09 00:00:00"
1000205152,CN,GUA,GUA,"Warehouse: General",Platinum,82,13879,2428825,1360142,"2024-12-09 00:00:00"
1000205154,CN,GUA,GUA,"Warehouse: General",Platinum,81,13910,2434250,1363180,"2024-12-09 00:00:00"
1000205156,CN,GUA,GUA,"Warehouse: General",Gold,69,13879,1734875,971530,"2024-12-09 00:00:00"
1000205158,CN,GUA,GUA,"Warehouse: General",Gold,66,19610,2451250,1372700,"2024-12-09 00:00:00"
1000205162,CN,GUA,GUA,"Warehouse: General",Platinum,80,19691,3445925,1929718,"2024-12-09 00:00:00"
1000205164,CN,GUA,GUA,"Warehouse: General",Gold,72,19609,2451125,1372630,"2024-12-09 00:00:00"
1000205243,CN,ZHE,WEN,"Warehouse: General",Gold,70,33115,4139375,2318050,"2025-05-28 00:00:00"
1000205245,CN,ZHE,WEN,"Warehouse: General",Gold,63,32877,4109625,2301390,"2025-05-28 00:00:00"
1000205247,CN,ZHE,WEN,"Warehouse: General",Gold,77,12523,1565375,876610,"2025-05-28 00:00:00"
1000205249,CN,ZHE,WEN,"Warehouse: General",Gold,77,14092,1761500,986440,"2025-05-28 00:00:00"
1000205251,CN,ZHE,WEN,"Warehouse: General",Gold,74,12286,1535750,860020,"2025-05-28 00:00:00"
1000205253,CN,ZHE,WEN,"Warehouse: General",Gold,73,14398,1799750,1007860,"2025-05-28 00:00:00"
1000205254,ES,MAD,LR,"Office: Administrative/Professional",Gold,66,11735,440062,101214,"2024-11-21 00:00:00"
1000205282,CN,TIA,TIA,"Warehouse: General",Gold,65,7701,962625,539070,"2024-12-03 00:00:00"
1000205284,CN,TIA,TIA,"Warehouse: General",Gold,65,13789,1723625,965230,"2024-12-05 00:00:00"
1000205286,CN,TIA,TIA,"Warehouse: Refrigerated",Gold,67,11776,1472000,824320,"2024-12-05 00:00:00"
1000205288,CN,CON,CON,CONF,Gold,74,22180,1386250,776300,"2024-12-03 00:00:00"
1000205290,CN,CON,CON,CONF,Gold,74,21290,1330625,745150,"2024-12-03 00:00:00"
1000205292,CN,CON,CON,CONF,Gold,74,9146,571625,320110,"2024-12-03 00:00:00"
1000205294,CN,CON,CON,CONF,Gold,72,22939,1433688,802865,"2024-12-03 00:00:00"
1000205296,CN,HEN,ZHE,"Warehouse: General",Gold,70,15667,1958375,1096690,"2025-05-28 00:00:00"
1000205298,CN,HEN,ZHE,"Warehouse: General",Gold,73,16653,2081625,1165710,"2025-05-28 00:00:00"
1000205300,CN,HEN,ZHE,"Warehouse: General",Gold,72,17543,2192875,1228010,"2025-05-28 00:00:00"
1000205302,CN,HEN,ZHE,"Warehouse: General",Gold,73,17543,2192875,1228010,"2025-05-28 00:00:00"
1000205304,CN,HEN,ZHE,"Warehouse: General",Gold,63,12850,1606250,899500,"2025-05-28 00:00:00"
1000205306,CN,HEN,ZHE,"Warehouse: General",Gold,68,10372,1296500,726040,"2025-05-28 00:00:00"
1000205311,CN,YUN,KS,"Warehouse: General",Gold,67,10735,1341875,751450,"2024-12-03 00:00:00"
1000205313,CN,YUN,KS,"Warehouse: General",Gold,68,11909,1488625,833630,"2024-12-03 00:00:00"
1000205316,CN,YUN,KS,"Warehouse: General",Gold,67,21040,2630000,1472800,"2024-12-03 00:00:00"
1000205318,CN,YUN,KS,"Warehouse: General",Gold,68,8968,1121000,627760,"2024-12-03 00:00:00"
1000205320,CN,YUN,KS,"Warehouse: General",Gold,68,9097,1137125,636790,"2024-12-03 00:00:00"
1000205323,CN,JIA,WUX,"Warehouse: General",Gold,70,13768,1721000,963760,"2025-05-28 00:00:00"
1000205325,CN,JIA,WUX,"Warehouse: General",Gold,74,13965,1745625,977550,"2025-05-28 00:00:00"
1000205327,CN,JIA,WUX,"Warehouse: General",Gold,74,13965,1745625,977550,"2025-05-28 00:00:00"
1000205329,CN,YUN,WUX,"Warehouse: General",Gold,68,9569,1196125,669830,"2025-05-28 00:00:00"
1000205331,CN,JIA,WUX,"Warehouse: General",Gold,73,9569,1196125,669830,"2025-05-28 00:00:00"
1000205333,CN,JIA,WUX,"Warehouse: General",Gold,64,13768,1721000,963760,"2025-05-28 00:00:00"
1000205341,IN,TN,CHE,"Core Learning Space: K-12 High School",Platinum,81,4987.78,261858,185919,"2024-12-16 00:00:00"
1000205351,KR,SOU,SEO,"Office: Mixed-Use",Gold,64,330548.61,12395573,5082185,"2025-01-09 00:00:00"
1000205356,TR,IST,BES,"Office: Administrative/Professional",Gold,69,207,7762,3338,"2025-03-18 00:00:00"
1000205367,IN,CON,CON,CONF,Gold,78,6359.77,397486,282215,"2025-01-14 00:00:00"
1000205377,CN,CHO,CHO,"Office: Other Office",Platinum,83,54617,2867392,1605740,"2024-09-29 00:00:00"
1000205382,IN,TN,CHE,"Office: Administrative/Professional",Platinum,81,696.55,36569,25964,"2025-06-21 00:00:00"
1000205451,IN,TN,CHE,"Office: Administrative/Professional",Platinum,82,10405.14,546270,387852,"2025-06-21 00:00:00"
1000205454,IN,TN,CHE,"Retail: Restaurant/Cafeteria",Platinum,82,2655.23,185866,131965,"2025-06-21 00:00:00"
1000205458,CN,SHA,SHA,"Office: Mixed-Use",Platinum,84,45957,2412742,1351136,"2024-12-24 00:00:00"
1000205460,CN,SHA,SHA,"Office: Mixed-Use",Platinum,82,111520,5854800,3278688,"2024-12-12 00:00:00"
1000205464,CN,SHA,SHA,"Office: Mixed-Use",Platinum,85,75147,3945217,2209322,"2024-12-23 00:00:00"
1000205466,CN,SHA,SHA,"Office: Mixed-Use",Platinum,85,75406.12,3958821,2216940,"2024-12-12 00:00:00"
1000205468,CN,SHA,SHA,"Office: Mixed-Use",Platinum,82,42188,2214870,1240327,"2024-12-23 00:00:00"
1000205470,CN,SHA,SHA,"Office: Mixed-Use",Platinum,82,42624.36,2237779,1253156,"2024-12-12 00:00:00"
1000205472,CN,SHA,SHA,"Office: Mixed-Use",Platinum,82,72904.31,3827476,2143387,"2024-12-18 00:00:00"
1000205475,CN,SHA,SHA,"Office: Mixed-Use",Platinum,82,47696,2504040,1402262,"2024-12-23 00:00:00"
1000205477,CN,SHA,SHA,"Office: Mixed-Use",Platinum,84,72428,3802470,2129383,"2024-12-12 00:00:00"
1000205480,CN,SHA,SHA,"Office: Mixed-Use",Platinum,81,41557,2181742,1221776,"2024-12-23 00:00:00"
1000205482,CN,SHA,SHA,"Office: Mixed-Use",Platinum,82,15673,822832,460786,"2024-12-23 00:00:00"
1000205484,CN,SHA,SHA,"Office: Mixed-Use",Platinum,83,4985,261712,146559,"2024-12-23 00:00:00"
1000205544,IT,CON,CON,CONF,Gold,69,4174,260875,65219,"2025-05-12 00:00:00"
1000205596,IN,CON,CON,CONF,Gold,71,24382.86,1523929,1081989,"2025-03-06 00:00:00"
1000205638,IN,TN,CHE,"Office: Administrative/Professional",Platinum,86,55254.15,2900843,2059598,"2025-01-12 00:00:00"
1000205640,IN,TN,CHE,"Office: Administrative/Professional",Platinum,84,55277.47,2902067,2060468,"2025-01-12 00:00:00"
1000205642,IN,TN,CHE,"Office: Administrative/Professional",Platinum,85,58323.85,3062002,2174022,"2025-01-12 00:00:00"
1000205644,IN,MAH,PUN,"Office: Administrative/Professional",Platinum,81,39701.54,2084331,1479875,"2025-01-12 00:00:00"
1000205646,IN,MAH,PUN,"Office: Administrative/Professional",Platinum,85,39701.5,2084329,1479873,"2025-01-12 00:00:00"
1000205692,CN,SHA,SHA,"Warehouse: General",Platinum,84,17974,3145450,1761452,"2024-08-29 00:00:00"
1000205699,US,NY,NY,"Office: Administrative/Professional",Silver,58,55187.17,1241711,546353,"2025-04-24 00:00:00"
1000205725,CN,SIC,CHE,"Warehouse: General",Gold,76,12349,1543625,864430,"2025-05-28 00:00:00"
1000205727,CN,SIC,CHE,"Warehouse: General",Gold,76,11266,1408250,788620,"2025-05-28 00:00:00"
1000205729,CN,SIC,CHE,"Warehouse: General",Gold,76,12025,1503125,841750,"2025-05-28 00:00:00"
1000205731,CN,SIC,CHE,"Warehouse: General",Gold,77,12007,1500875,840490,"2025-05-28 00:00:00"
1000205733,CN,SIC,CHE,"Warehouse: General",Gold,77,11586,1448250,811020,"2025-05-28 00:00:00"
1000205735,CN,SIC,CHE,"Warehouse: General",Gold,77,9681,1210125,677670,"2025-05-28 00:00:00"
1000205737,CN,SIC,CHE,"Warehouse: General",Gold,75,20541,2567625,1437870,"2025-05-28 00:00:00"
1000205740,CN,SIC,CHE,"Warehouse: General",Gold,75,19438,2429750,1360660,"2025-05-28 00:00:00"
1000205794,IT,PV,PAV,"Lodging: Dormitory",Gold,61,6226,505862,126466,"2025-04-24 00:00:00"
1000205801,CN,ZHE,HAN,"Industrial Manufacturing",Platinum,80,50107,12276215,6874680,"2025-02-22 00:00:00"
1000205807,ES,MAD,MAD,"Office: Administrative/Professional",Gold,66,12140,455250,104708,"2024-12-13 00:00:00"
1000205820,CA,ON,TOR,"Office: Administrative/Professional",Gold,64,11243.03,421614,130700,"2025-06-09 00:00:00"
1000205861,US,NY,NY,"Office: Mixed-Use",Gold,62,50237.48,1883906,828918,"2025-02-19 00:00:00"
1000206147,KR,SOU,SEO,"Office: Mixed-Use",Gold,62,26151,980662,402072,"2024-11-26 00:00:00"
1000206170,US,DC,WAS,"Office: Administrative/Professional",Gold,65,57161.45,2143554,943164,"2025-05-16 00:00:00"
1000206179,CN,SHA,SHA,"Office: Mixed-Use",Platinum,80,69740,3661350,2050356,"2025-04-02 00:00:00"
1000206186,IT,RM,ROM,"Office: Administrative/Professional",Gold,72,2483,93112,23278,"2025-06-11 00:00:00"
1000206207,ES,ALM,AND,"Office: Administrative/Professional",Platinum,80,1102.71,57892,13315,"2025-07-22 00:00:00"
1000206250,CN,HEN,ZHE,"Warehouse: General",Gold,66,19140,2392500,1339800,"2025-05-06 00:00:00"
1000206253,CN,HEN,ZHE,"Warehouse: General",Gold,68,21140,2642500,1479800,"2025-05-06 00:00:00"
1000206265,CN,BEI,BEI,"Office: Other Office",Platinum,82,59147,3105218,1738922,"2024-12-05 00:00:00"
1000206272,IN,HAR,GUR,"Office: Mixed-Use",Platinum,88,27351,1435928,1019509,"2025-02-05 00:00:00"
