Project_Id,Country,StateName,CityName,ProjectTypes,CertLevel,PointsAchieved,FloorArea,EnergySaving,CO2Avoided,CertDate
1000139014,US,KY,FRA,"Office: Government",Gold,60,5925.72,222214,97774,"2024-12-23 00:00:00"
1000139227,US,FL,MIA,"Public Assembly: Other Assembly",Silver,52,13274.17,298669,131414,"2024-02-29 00:00:00"
1000139250,CN,JIA,TAI,"Warehouse: Nonrefrigerated Distribution/Shipping",Gold,63,11880.99,1485124,831669,"2024-08-02 00:00:00"
1000139455,US,CON,CON,CONF,Silver,50,17651.57,661934,291251,"2024-09-05 00:00:00"
1000139488,US,CA,SD,"Core Learning Space: College/University",Silver,50,1364.47,61401,27017,"2024-12-16 00:00:00"
1000139639,US,IL,BAN,"Healthcare: Clinic/Other Outpatient",Silver,51,7250.61,761314,334978,"2024-02-15 00:00:00"
1000139692,US,CT,HAM,Other,Gold,61,5202.57,325161,143071,"2024-02-13 00:00:00"
1000139734,US,WA,TAC,"Core Learning Space: College/University",Gold,72,4793.98,359548,158201,"2024-04-11 00:00:00"
1000139763,US,CO,LAK,"Office: Government",Gold,70,14260.52,534770,235299,"2024-11-15 00:00:00"
1000139828,IN,MAH,MUM,"Public Assembly: Museum",Gold,63,5300,198750,141112,"2025-07-02 00:00:00"
1000139880,US,SC,KI,"Multi-Family Residential: Condominium",Gold,61,16489.17,618344,272071,"2024-12-04 00:00:00"
1000139883,CA,QC,LAV,"Public Assembly: Other Assembly",Gold,64,5206,195225,60520,"2024-11-06 00:00:00"
1000139971,US,AZ,PHO,"Multi-Family Residential: Apartment",Silver,56,24411.75,549264,241676,"2024-12-16 00:00:00"
1000140123,US,VA,GP,Laboratory,Silver,50,1697.62,178250,78430,"2024-05-19 00:00:00"
1000140452,US,HI,HON,"Lodging: Dormitory",Gold,63,10588.34,860303,378533,"2024-12-06 00:00:00"
1000140846,IT,MI,MIL,"Office: Financial",Gold,69,4620,173250,43312,"2024-04-11 00:00:00"
1000140908,US,MA,BOS,"Core Learning Space: College/University",Platinum,86,33175.66,3483444,1532715,"2024-08-30 00:00:00"
1000140934,CA,QC,VAU,"Industrial Manufacturing",Certified,44,5557,388990,120587,"2024-09-04 00:00:00"
1000140975,US,CA,VAL,"Office: Other Office",Gold,61,2282.91,85609,37668,"2024-02-16 00:00:00"
1000141120,ES,MAD,MAD,"Core Learning Space: College/University",Gold,60,7314,548550,126166,"2024-07-17 00:00:00"
1000141174,CN,SHA,JIN,"Office: Government",Gold,67,69385,2601938,1457085,"2024-01-22 00:00:00"
1000141220,US,MA,WOR,Laboratory,Gold,65,32682.07,5719362,2516519,"2024-12-18 00:00:00"
1000141516,US,CO,BOU,"Industrial Manufacturing",Certified,40,3844.05,269084,118397,"2024-01-22 00:00:00"
1000141892,US,FL,TAM,"Core Learning Space: College/University",Silver,50,4702.29,211603,93105,"2024-11-18 00:00:00"
1000141900,US,CA,IRV,"Healthcare: Clinic/Other Outpatient",Platinum,85,15979.32,3914933,1722571,"2024-11-07 00:00:00"
1000141951,MX,CON,CON,CONF,Gold,63,6435,402188,120656,"2024-07-25 00:00:00"
1000141978,US,MI,HOU,"Core Learning Space: College/University",Gold,62,6038.7,452902,199277,"2024-11-01 00:00:00"
1000142002,US,CO,GOL,"Core Learning Space: College/University",Gold,61,3461.57,259618,114232,"2024-11-27 00:00:00"
1000142005,CN,CHO,CHO,"Industrial Manufacturing",Gold,62,120220,21038500,11781560,"2024-03-06 00:00:00"
1000142019,US,NV,REN,"Multi-Family Residential: Apartment",Gold,60,16174.41,606540,266878,"2024-08-14 00:00:00"
1000142252,US,CA,DAV,Other,Gold,67,1254.19,78387,34490,"2024-07-22 00:00:00"
1000142532,IT,MI,MIL,"Office: Mixed-Use",Platinum,86,4648,244020,61005,"2024-11-27 00:00:00"
1000142605,US,CA,LP,"Office: Government",Silver,52,640.57,14413,6342,"2024-09-09 00:00:00"
1000142644,US,CON,CON,CONF,Certified,44,13470.94,336774,148180,"2024-01-29 00:00:00"
1000142702,US,FL,TAM,"Public Assembly: Convention Center",Silver,53,52108.64,1172444,515876,"2025-02-21 00:00:00"
1000142772,US,CA,SM,"Office: Other Office",Gold,61,11867.62,445036,195816,"2024-09-11 00:00:00"
1000142917,US,CON,CON,CONF,Silver,52,3454.13,129530,56993,"2024-04-26 00:00:00"
1000142962,US,IN,IND,"Core Learning Space: College/University",Silver,50,5630.2,253359,111478,"2024-05-25 00:00:00"
1000143027,US,VA,RES,"Office: Administrative/Professional",Silver,54,24612.61,553784,243665,"2025-07-17 00:00:00"
1000143029,US,VA,RES,"Office: Administrative/Professional",Silver,57,28155,633488,278734,"2025-07-17 00:00:00"
1000143040,US,CA,BEL,"Healthcare: Outpatient Office (Diagnostic)",Gold,63,3095.16,541653,238327,"2024-06-12 00:00:00"
1000143110,CN,JIA,WUX,"Industrial Manufacturing",Gold,61,11232,1965600,1100736,"2024-01-08 00:00:00"
1000143114,US,MA,BOS,"Public Order and Safety: Fire/Police Station",Silver,51,1987.75,44724,19679,"2024-11-26 00:00:00"
1000143188,US,DC,WAS,"Office: Administrative/Professional",Gold,60,21230.19,796132,350298,"2025-04-04 00:00:00"
1000143276,US,CON,CON,CONF,Certified,45,3812.27,95307,41935,"2024-08-02 00:00:00"
1000143367,US,VA,ALE,"Office: Administrative/Professional",Gold,70,14878.6,557948,245497,"2025-04-04 00:00:00"
1000143369,US,VA,RES,"Office: Administrative/Professional",Gold,65,17506.36,656488,288855,"2024-11-18 00:00:00"
1000143373,US,VA,RES,"Office: Administrative/Professional",Gold,72,32088.05,1203302,529453,"2024-11-18 00:00:00"
1000143375,US,VA,RES,"Office: Administrative/Professional",Gold,66,13082.79,490605,215866,"2024-04-12 00:00:00"
1000143390,US,VA,ALE,"Office: Administrative/Professional",Gold,67,15052.98,564487,248374,"2025-04-04 00:00:00"
1000143392,US,VA,RES,"Office: Administrative/Professional",Gold,60,18535.82,695093,305841,"2024-11-18 00:00:00"
1000143491,US,MD,COC,"Multi-Family Residential: Apartment",Gold,60,19018.92,713209,313812,"2024-09-04 00:00:00"
1000143497,IN,TN,COI,"Office: Administrative/Professional",Platinum,86,1741,91402,64896,"2024-05-02 00:00:00"
1000143561,US,CA,FC,Laboratory,Silver,53,5866.17,615948,271017,"2024-07-22 00:00:00"
1000143575,US,CA,RIV,"Core Learning Space: College/University",Platinum,81,8870.01,931351,409794,"2024-12-23 00:00:00"
1000143656,CA,SK,SAS,"Public Order and Safety: Fire/Police Station",Certified,49,916,13740,4259,"2024-05-21 00:00:00"
1000143724,US,NY,KEN,"Warehouse: Self Storage Units",Silver,58,7721.91,579143,254823,"2024-05-10 00:00:00"
1000143963,IT,CON,CON,CONF,Gold,64,6483,405188,101297,"2024-05-15 00:00:00"
1000143974,US,FL,PVB,"Office: Administrative/Professional",Gold,60,18864.14,707405,311258,"2024-10-09 00:00:00"
1000144301,US,IA,WDM,"Core Learning Space: College/University",Silver,55,35487.27,1596927,702648,"2024-03-25 00:00:00"
1000144336,US,KY,BRA,"Industrial Manufacturing",Silver,50,134969.48,14171795,6235590,"2024-06-03 00:00:00"
1000144452,BR,CON,CON,CONF,Gold,64,68826,4301625,559211,"2024-04-29 00:00:00"
1000144834,US,CO,LAK,Other,Gold,61,661.66,41354,18196,"2024-07-25 00:00:00"
1000144850,US,FL,BUS,"Public Assembly: Other Assembly",Certified,42,845.42,12681,5580,"2024-12-19 00:00:00"
1000144861,US,CA,SD,"Office: Government",Gold,61,6047.99,226800,99792,"2024-09-25 00:00:00"
1000144941,US,TN,MEM,"Office: Administrative/Professional",Platinum,86,691.57,36307,15975,"2024-04-17 00:00:00"
1000145380,US,TX,AUS,"Public Assembly: Entertainment",Platinum,84,2731.91,143425,63107,"2024-06-04 00:00:00"
1000145433,ES,BCN,BAR,"Office: Administrative/Professional",Gold,60,6390.8,239655,55121,"2024-12-12 00:00:00"
1000145484,US,OH,CLE,"Office: Other Office",Silver,51,5249.02,118103,51965,"2024-03-27 00:00:00"
1000145703,US,MT,BIL,"Office: Administrative/Professional",Gold,63,3162.42,118591,52180,"2024-03-11 00:00:00"
1000145818,US,CON,CON,CONF,Silver,57,1604.81,60180,26479,"2024-01-08 00:00:00"
1000145825,US,CON,CON,CONF,Gold,60,4698.29,293643,129203,"2024-01-08 00:00:00"
1000145826,US,CON,CON,CONF,Gold,60,389.26,24329,10705,"2024-01-08 00:00:00"
1000145930,US,CO,PC,Other,Platinum,86,510.97,44710,19672,"2024-07-10 00:00:00"
1000146094,US,CO,BAS,Other,Certified,42,2459.14,61478,27051,"2025-05-29 00:00:00"
1000146237,ES,TAR,REU,"Warehouse: General",Gold,63,8310,1038750,238912,"2024-01-05 00:00:00"
1000146607,CN,CON,CON,CONF,Gold,66,38135,2383438,1334725,"2024-02-05 00:00:00"
1000146609,CN,CON,CON,CONF,Gold,65,21200,1325000,742000,"2024-01-25 00:00:00"
1000146947,US,MO,KC,Other,Gold,65,2904.89,181556,79884,"2024-10-15 00:00:00"
1000146948,US,MO,KC,Other,Gold,70,566.71,35419,15585,"2024-10-15 00:00:00"
1000146956,IT,TO,TUR,"Lodging: Dormitory",Gold,67,20043,1628494,407123,"2024-02-06 00:00:00"
1000146998,US,KY,BER,"Core Learning Space: College/University",Silver,53,4530.04,203852,89695,"2024-08-14 00:00:00"
1000147133,US,CA,SJ,"Core Learning Space: College/University",Gold,64,4476.72,335754,147732,"2024-06-24 00:00:00"
1000147188,US,KS,MER,"Public Assembly: Library",Silver,54,1393.54,62709,27592,"2024-08-06 00:00:00"
1000147195,US,CO,BOU,"Public Assembly: Recreation",Silver,54,629.79,14170,6235,"2024-10-15 00:00:00"
1000147228,US,TX,UP,"Core Learning Space: College/University",Certified,42,4902.31,147069,64710,"2024-03-20 00:00:00"
1000147248,US,MT,MIS,"Office: Financial",Silver,54,3881.95,87344,38431,"2024-12-19 00:00:00"
1000147424,US,MI,OKE,"Healthcare: Outpatient Office (Diagnostic)",Certified,42,2972.9,208103,91565,"2024-02-20 00:00:00"
1000147553,US,GA,ATL,"Office: Government",Certified,44,5157.42,77361,34039,"2024-07-30 00:00:00"
1000147707,IN,TN,CHE,"Office: Government",Platinum,88,5254,275835,195843,"2024-09-16 00:00:00"
1000147853,CN,CHA,CHA,"Office: Mixed-Use",Platinum,81,115483,6062858,3395200,"2024-03-13 00:00:00"
1000147940,US,WA,SV,"Public Assembly: Library",Silver,57,2550.09,114754,50492,"2024-02-12 00:00:00"
1000147982,US,AZ,TEM,"Multi-Family Residential: Condominium",Silver,52,13430.52,302187,132962,"2024-11-18 00:00:00"
1000148043,CA,QC,SAI,"Office: Mixed-Use",Silver,50,1835,41288,12799,"2024-10-11 00:00:00"
1000148068,US,WA,LYN,"Healthcare: Clinic/Other Outpatient",Silver,56,2266.18,237949,104698,"2024-11-08 00:00:00"
1000148363,US,CON,CON,CONF,Silver,50,7940.42,297766,131017,"2024-02-12 00:00:00"
1000148491,CN,SHA,SHA,"Office: Mixed-Use",Gold,64,40720,1527000,855120,"2024-08-13 00:00:00"
1000148722,US,KS,TON,"Industrial Manufacturing",Gold,62,34278.51,5998739,2639445,"2024-06-20 00:00:00"
1000148837,US,FL,MB,"Office: Mixed-Use",Silver,50,1474.09,33167,14593,"2024-09-20 00:00:00"
1000148852,US,FL,PB,"Public Assembly: Other Assembly",Gold,62,809.37,30351,13355,"2025-07-28 00:00:00"
1000149377,BR,PR,MAR,"Office: Administrative/Professional",Platinum,89,11035,579338,75314,"2024-07-12 00:00:00"
1000149430,US,WA,EDM,"Office: Mixed-Use",Silver,53,1079.53,24289,10687,"2024-07-01 00:00:00"
1000149594,US,GA,ATL,"Multi-Family Residential: Apartment",Certified,40,19149.91,287249,126389,"2024-12-03 00:00:00"
1000149987,US,IL,CHI,"Public Assembly: Recreation",Silver,52,2787.09,62710,27592,"2024-01-25 00:00:00"
1000149998,US,CON,CON,CONF,Gold,64,7112.65,444541,195598,"2024-04-02 00:00:00"
1000150288,IT,CON,CON,CONF,Gold,67,7077,442312,110578,"2024-05-17 00:00:00"
1000150483,US,CON,CON,CONF,Gold,61,8236.59,514787,226506,"2024-05-28 00:00:00"
1000150601,US,CA,SUN,"Multi-Family Residential: Apartment",Certified,44,55891.98,838380,368887,"2024-10-10 00:00:00"
1000150606,TR,BUR,BUR,Other,Silver,50,12866,482475,207464,"2024-12-06 00:00:00"
1000150656,US,MN,SP,"Multi-Family Residential: Apartment",Gold,66,40466.32,1517487,667694,"2024-01-05 00:00:00"
1000150667,US,MN,SP,"Healthcare: Nursing Home/ Assisted Living",Gold,61,35088.07,6140412,2701781,"2024-07-08 00:00:00"
1000150824,US,CA,RC,"Lodging: Other lodging",Silver,53,3437.41,167574,73732,"2024-02-16 00:00:00"
1000151038,CN,ZHE,PIN,"Industrial Manufacturing",Gold,60,38240,6692000,3747520,"2024-05-06 00:00:00"
1000151044,CN,SHA,XI',"Industrial Manufacturing",Gold,64,28896,5056800,2831808,"2024-02-25 00:00:00"
1000151148,US,FL,TAM,"Multi-Family Residential: Apartment",Gold,64,29175.72,1094090,481399,"2024-08-21 00:00:00"
1000151187,US,CA,SAC,"Office: Administrative/Professional",Gold,60,14472.71,542727,238800,"2024-04-10 00:00:00"
1000151213,US,TN,NAS,"Core Learning Space: College/University",Silver,53,12859.82,578692,254624,"2024-07-23 00:00:00"
1000151480,US,CO,SS,"Retail: Other Retail",Silver,50,3244.82,158185,69601,"2024-01-31 00:00:00"
1000151579,US,FL,DB,"Office: Administrative/Professional",Gold,69,8181.13,306792,134989,"2024-08-07 00:00:00"
1000151584,US,CA,LA,"Office: Medical (Non-Diagnostic)",Gold,60,6228.77,1090035,479615,"2024-02-20 00:00:00"
1000151610,US,CO,ENG,"Healthcare: Clinic/Other Outpatient",Certified,48,15636.96,1094587,481618,"2025-04-17 00:00:00"
1000151686,TR,KON,KK,"Office: Administrative/Professional",Silver,59,2577,57982,24932,"2024-09-30 00:00:00"
1000151824,US,PA,PHI,"Core Learning Space: College/University",Gold,62,1872.92,140469,61806,"2024-03-29 00:00:00"
1000151888,CA,AB,LET,"Retail: Enclosed Mall",Silver,53,52051.14,2537493,786623,"2024-03-06 00:00:00"
1000151928,US,IN,ROA,"Office: Medical (Non-Diagnostic)",Certified,43,4969.38,347857,153057,"2024-06-07 00:00:00"
1000152132,US,CA,SD,"Airport: Office",Gold,62,12581.3,2201728,968760,"2024-05-20 00:00:00"
1000152133,US,TX,RIC,"Office: Administrative/Professional",Certified,40,49915.95,748739,329445,"2025-04-18 00:00:00"
1000152208,US,MI,ALL,"Public Assembly: Recreation",Silver,50,1997.41,44942,19774,"2024-01-09 00:00:00"
1000152250,IT,PD,CUR,"Industrial Manufacturing",Gold,60,4800,840000,210000,"2024-08-27 00:00:00"
1000152287,IN,GUJ,SUR,"Office: Administrative/Professional",Gold,78,3611,135412,96143,"2024-05-28 00:00:00"
1000152377,US,WI,EC,"Public Assembly: Recreation",Gold,62,19014.09,713028,313732,"2024-08-22 00:00:00"
1000152512,US,FL,NAP,"Lodging: Hotel/Motel/Resort, Full Service",Silver,53,10219.33,498192,219205,"2024-06-28 00:00:00"
1000152653,US,CA,MAR,"Office: Government",Platinum,80,4335.69,227624,100154,"2024-12-05 00:00:00"
1000152661,CA,AB,CAL,"Industrial Manufacturing",Silver,57,2787.09,292644,90720,"2024-03-18 00:00:00"
1000152671,KR,KYO,YON,"Office: Other Office",Platinum,85,166530,8742825,3584558,"2024-07-29 00:00:00"
1000152813,US,FL,NOK,"Public Order and Safety: Fire/Police Station",Silver,54,808.53,18192,8004,"2024-06-17 00:00:00"
1000152825,IN,UP,GN,"Core Learning Space: College/University",Silver,56,17163,772335,548358,"2025-07-23 00:00:00"
1000152830,CN,CON,CON,CONF,Certified,48,33708,842700,471912,"2024-01-12 00:00:00"
1000152923,CN,CON,CON,CONF,Platinum,86,6728,588700,329672,"2024-08-27 00:00:00"
1000153740,US,NJ,RAH,Laboratory,Gold,72,19568.07,3424412,1506741,"2024-06-21 00:00:00"
1000154667,US,MD,CP,"Public Assembly: Recreation",Silver,51,1584.93,35661,15691,"2024-08-19 00:00:00"
1000154737,CN,GUA,GUA,"Office: Administrative/Professional",Platinum,85,138905,7292512,4083807,"2024-10-13 00:00:00"
1000154761,TR,IST,IST,"Lodging: Dormitory",Gold,61,2716,220675,94890,"2024-06-06 00:00:00"
1000154829,US,CON,CON,CONF,Silver,53,34207.81,1282793,564429,"2024-08-20 00:00:00"
1000154873,US,FL,MIA,"Office: Other Office",Gold,60,3065.8,114968,50586,"2024-10-24 00:00:00"
1000155363,US,OH,OXF,"Core Learning Space: College/University",Silver,50,8803.21,396144,174304,"2024-03-27 00:00:00"
1000155445,US,CON,CON,CONF,Silver,54,7364.05,276152,121507,"2024-11-21 00:00:00"
1000155506,TR,AMA,AMA,Other,Certified,40,3419,85475,36754,"2024-05-16 00:00:00"
1000155567,IT,CON,CON,CONF,Gold,66,5470,341875,85469,"2024-07-09 00:00:00"
1000155598,US,CON,CON,CONF,Gold,66,4082.44,255152,112267,"2024-09-16 00:00:00"
1000155646,CN,ZHE,JIA,"Industrial Manufacturing",Gold,60,13892,2431100,1361416,"2024-09-27 00:00:00"
1000155647,CN,ZHE,JIA,"Industrial Manufacturing",Gold,66,185698.8,32497290,18198482,"2024-05-18 00:00:00"
1000155699,US,OH,CLE,"Multi-Family Residential: Apartment",Silver,54,19452.03,437671,192575,"2024-09-24 00:00:00"
1000155948,CA,QC,SAL,"Warehouse: Self Storage Units",Gold,60,3969,496125,153799,"2024-05-17 00:00:00"
1000156023,US,CON,CON,CONF,Certified,49,47224.08,1180602,519465,"2024-05-06 00:00:00"
1000156071,US,CON,CON,CONF,Silver,51,12991.37,487176,214358,"2024-08-07 00:00:00"
1000156231,US,TX,NOR,"Warehouse: General",Silver,50,120773.9,9058042,3985539,"2024-05-29 00:00:00"
1000156321,IN,TG,HYD,"Lodging: Dormitory",Gold,65,1858.06,150967,107187,"2024-10-22 00:00:00"
1000156502,IT,FI,FIR,Other,Gold,64,13504,844000,211000,"2024-01-23 00:00:00"
1000156601,US,NE,LIN,"Industrial Manufacturing",Certified,40,13055.01,913851,402094,"2024-03-20 00:00:00"
1000156816,US,MI,KAL,"Public Order and Safety: Fire/Police Station",Certified,40,1632.77,24492,10776,"2025-02-05 00:00:00"
1000156844,CN,SIC,CHE,"Office: Mixed-Use",Gold,78,37183,1394362,780843,"2024-08-30 00:00:00"
1000156983,US,CA,UC,"Public Assembly: Social/Meeting",Platinum,91,6841.01,359153,158027,"2024-11-22 00:00:00"
1000157031,US,OR,POR,"Office: Administrative/Professional",Gold,70,3715.01,139313,61298,"2024-05-07 00:00:00"
1000157039,CN,JIA,WUX,"Industrial Manufacturing",Silver,55,17922,1881810,1053814,"2024-05-05 00:00:00"
1000157046,CN,JIA,WUX,"Office: Administrative/Professional",Platinum,84,3102,162855,91199,"2024-02-24 00:00:00"
1000157076,US,CON,CON,CONF,Gold,61,27311.44,1706965,751065,"2024-09-24 00:00:00"
1000157082,US,CON,CON,CONF,Silver,51,26296.19,986107,433887,"2024-02-08 00:00:00"
1000157222,IT,NO,BOR,"Healthcare: Nursing Home/ Assisted Living",Silver,56,5887,618135,154534,"2024-01-20 00:00:00"
1000157242,US,OH,CIN,"Office: Administrative/Professional",Gold,69,2165.85,81219,35737,"2024-01-12 00:00:00"
1000157280,IN,CON,CON,CONF,Gold,79,24110.93,1506933,1069923,"2024-02-16 00:00:00"
1000157282,IN,CON,CON,CONF,Gold,78,28665.13,1791571,1272015,"2024-02-16 00:00:00"
1000157306,TR,CON,CON,CONF,Gold,62,57504,3594000,1545420,"2024-08-19 00:00:00"
1000157393,IT,BG,DAL,Other,Gold,66,4418,276125,69031,"2024-08-20 00:00:00"
1000157397,US,MA,WAT,Other,Gold,69,418.06,26129,11497,"2024-10-28 00:00:00"
1000157402,US,MA,WAT,"Public Assembly: Social/Meeting",Gold,62,2054.74,77053,33903,"2024-11-04 00:00:00"
1000157508,ES,MAD,MAD,"Office: Administrative/Professional",Gold,78,7913,296738,68250,"2024-09-09 00:00:00"
1000157572,IT,PE,CSA,"Industrial Manufacturing",Gold,64,25526,4467050,1116762,"2024-07-21 00:00:00"
1000157579,US,NY,BUF,"Office: Other Office",Certified,42,6474.13,97112,42729,"2024-10-25 00:00:00"
1000157587,CA,QC,MON,"Multi-Family Residential: Apartment",Silver,50,16030.97,360697,111816,"2024-02-08 00:00:00"
1000157594,CA,QC,MON,"Office: Administrative/Professional",Gold,60,49538.2,1857682,575882,"2024-05-23 00:00:00"
1000157916,US,MA,WOR,"Core Learning Space: College/University",Gold,66,5931.11,444833,195727,"2024-06-24 00:00:00"
1000158019,IT,BS,LDG,"Industrial Manufacturing",Platinum,80,6000,1470000,367500,"2024-11-18 00:00:00"
1000158162,CA,CON,CON,CONF,Silver,54,12192,457200,141732,"2024-11-14 00:00:00"
1000158866,US,CON,CON,CONF,Silver,52,22709.49,851606,374707,"2024-07-22 00:00:00"
1000158921,CN,TIA,TIA,Other,Gold,63,8632,539500,302120,"2024-01-18 00:00:00"
1000158986,US,CON,CON,CONF,Certified,41,555.56,13889,6111,"2024-03-01 00:00:00"
1000159056,US,NV,LV,"Multi-Family Residential: Apartment",Silver,50,29773.93,669913,294762,"2024-06-05 00:00:00"
1000159189,US,SC,RH,"Office: Administrative/Professional",Gold,61,2095.89,78596,34582,"2024-09-25 00:00:00"
1000159216,US,CO,LON,"Office: Mixed-Use",Certified,47,17870.73,268061,117947,"2025-05-06 00:00:00"
1000159306,US,CON,CON,CONF,Gold,62,2043.87,127742,56206,"2024-09-26 00:00:00"
1000159391,US,CON,CON,CONF,Certified,47,3601.38,90034,39615,"2024-12-20 00:00:00"
1000159468,US,CON,CON,CONF,Silver,51,17577.81,659168,290034,"2024-02-02 00:00:00"
1000159510,TR,ADA,ADA,"Office: Administrative/Professional",Gold,64,2260,84750,36442,"2024-01-11 00:00:00"
1000159574,US,DC,WAS,"Office: Government",Silver,57,1129.24,25408,11179,"2024-11-11 00:00:00"
1000159597,CN,SHA,SHA,Laboratory,Certified,44,5154,360780,202037,"2024-02-28 00:00:00"
1000159598,CN,SHA,SHA,Laboratory,Certified,44,17899,1252930,701641,"2024-02-28 00:00:00"
1000159890,US,CON,CON,CONF,Silver,51,8901.87,333820,146881,"2024-01-26 00:00:00"
1000160212,US,CA,SSF,"Public Order and Safety: Other Public Order",Platinum,84,1121.34,98117,43172,"2025-02-18 00:00:00"
1000160298,US,NC,MOR,"Office: Other Office",Certified,47,7641.55,114623,50434,"2024-08-19 00:00:00"
1000160351,IT,MI,MIL,"Office: Financial",Gold,64,6059,227212,56803,"2024-10-28 00:00:00"
1000160359,US,IL,LIS,Other,Silver,56,455.22,17071,7511,"2024-08-29 00:00:00"
1000160489,US,PA,HOR,Other,Silver,53,3645.51,136707,60151,"2024-11-07 00:00:00"
1000160496,US,WA,BEL,"Office: Mixed-Use",Silver,55,23661.65,532387,234250,"2025-01-14 00:00:00"
1000160510,TR,ANT,ANT,"Office: Administrative/Professional",Gold,62,9221,345788,148689,"2024-03-27 00:00:00"
1000160516,IN,CON,CON,CONF,Certified,43,25077.68,626942,445129,"2024-11-22 00:00:00"
1000160581,ES,VIZ,ERA,Other,Gold,61,4094,255875,58851,"2024-06-17 00:00:00"
1000160592,TR,YAL,YAL,"Office: Mixed-Use",Certified,42,12595,188925,81238,"2024-05-29 00:00:00"
1000160869,US,CA,MON,"Airport: Public Order/Fire/Police",Silver,51,929.03,97548,42921,"2024-07-23 00:00:00"
1000161040,US,WI,MAD,"Multi-Family Residential: Apartment",Silver,53,20463.28,460424,202586,"2024-12-16 00:00:00"
1000161051,CA,CON,CON,CONF,Gold,67,1976,123500,38285,"2024-06-03 00:00:00"
1000161166,TR,CON,CON,CONF,Gold,64,14750,921875,396406,"2024-01-24 00:00:00"
1000161168,ES,CON,CON,CONF,Gold,60,847,52938,12176,"2025-04-25 00:00:00"
1000161221,IT,MS,MAS,"Office: Other Office",Certified,48,1779,26685,6671,"2024-11-27 00:00:00"
1000161243,US,OH,CIN,"Office: Administrative/Professional",Gold,60,1672.25,62709,27592,"2024-01-29 00:00:00"
1000161330,TR,IST,ARN,"Retail: Convenience Store",Silver,57,530.96,15929,6849,"2025-02-24 00:00:00"
1000161340,US,MA,FOX,"Public Assembly: Stadium/Arena",Gold,72,98690.49,17270836,7599168,"2024-03-27 00:00:00"
1000161661,US,CON,CON,CONF,Silver,54,7722.19,289582,127416,"2024-07-01 00:00:00"
1000161750,US,ID,BOI,"Office: Mixed-Use",Certified,41,1833.91,27509,12104,"2024-06-24 00:00:00"
1000161755,US,AR,LOW,"Office: Mixed-Use",Certified,40,1854.99,27825,12243,"2024-12-16 00:00:00"
1000161766,MX,BC,TIJ,"Industrial Manufacturing",Gold,64,49178,8606150,2581845,"2024-12-18 00:00:00"
1000161781,US,CA,MV,"Office: Administrative/Professional",Gold,61,20827.92,781047,343661,"2024-02-15 00:00:00"
1000161816,IN,CON,CON,CONF,Platinum,82,161925.01,14168438,10059591,"2025-03-17 00:00:00"
1000161819,IN,CON,CON,CONF,Platinum,91,166818.48,14596617,10363598,"2025-07-28 00:00:00"
1000162183,US,CO,GOL,"Office: Administrative/Professional",Gold,61,2901.36,108801,47872,"2024-07-19 00:00:00"
1000162206,ES,BUR,BUR,"Healthcare: Nursing Home/ Assisted Living",Gold,73,5600,980000,225400,"2024-01-09 00:00:00"
1000162213,US,GA,ATL,"Transit: Maintenance/Storage",Platinum,83,93.18,22829,10045,"2024-07-01 00:00:00"
1000162261,US,KY,BRA,"Industrial Manufacturing",Certified,41,914.72,64030,28173,"2024-01-17 00:00:00"
1000162281,IT,BI,BIE,"Office: Administrative/Professional",Gold,74,13070,490125,122531,"2024-02-23 00:00:00"
1000162357,CN,JIA,SC,"Office: Mixed-Use",Gold,65,23993,899738,503853,"2024-02-25 00:00:00"
1000162363,AE,AE,AD,"Office: Administrative/Professional",Certified,42,2167,32505,13002,"2025-05-02 00:00:00"
1000162430,ES,MAD,ALC,"Office: Administrative/Professional",Gold,65,23275,872812,200747,"2024-01-26 00:00:00"
1000162745,US,OR,BRO,"Office: Government",Certified,45,2097.84,31468,13846,"2024-11-08 00:00:00"
1000162751,BR,RS,VA,Other,Gold,77,658,41125,5346,"2024-03-05 00:00:00"
1000162913,US,IL,CHA,"Office: Administrative/Professional",Gold,69,5225.05,195939,86213,"2024-05-06 00:00:00"
1000162917,US,CT,FAI,"Lodging: Dormitory",Gold,60,4290.63,348614,153390,"2024-08-01 00:00:00"
1000162940,IN,DEL,DEL,"Office: Government",Platinum,84,24045,1262362,896277,"2024-06-13 00:00:00"
1000162951,US,TX,FW,"Warehouse: General",Certified,42,60038.56,3001928,1320848,"2024-01-18 00:00:00"
1000162969,US,CON,CON,CONF,Gold,60,12796.46,799779,351903,"2024-07-19 00:00:00"
1000163113,US,CA,LA,"Multi-Family Residential: Apartment",Silver,51,45139.52,1015639,446881,"2024-07-23 00:00:00"
1000163207,TR,IST,ARN,"Retail: Convenience Store",Silver,57,473.9,14217,6113,"2025-02-21 00:00:00"
1000163209,TR,KOC,IZM,"Retail: Convenience Store",Silver,53,494.04,14821,6373,"2025-02-18 00:00:00"
1000163211,TR,KOC,IZM,"Retail: Convenience Store",Silver,53,494.04,14821,6373,"2025-04-15 00:00:00"
1000163213,TR,BUR,ORH,"Retail: Convenience Store",Gold,68,346,17300,7439,"2025-05-05 00:00:00"
1000163215,TR,BUR,ORH,"Retail: Convenience Store",Gold,67,346,17300,7439,"2025-04-29 00:00:00"
1000163433,CA,BC,SUR,"Office: Mixed-Use",Gold,72,96477.72,3617914,1121553,"2024-09-10 00:00:00"
