Certification_Id,Project_Id,RatingSystem,PointsAchieved,CertLevel,CertDate
1212,1000187486,LEED v4.1 O+M: EB,84,Platinum,2024-06-21
1213,1000187546,LEED v4.1 O+M: EB,60,Gold,2024-11-01
1214,1000187552,LEED v4.1 O+M: EB,71,Gold,2024-07-26
1215,1000187554,LEED v4.1 O+M: EB,53,Silver,2024-10-01
1216,1000187556,LEED v4.1 O+M: EB,61,Gold,2024-11-19
1217,1000187570,LEED v4.1 O+M: EB,83,Platinum,2024-05-05
1218,1000187572,LEED v4.1 O+M: EB,61,Gold,2024-05-03
1219,1000187585,LEED v4.1 O+M: EB,64,Gold,2024-07-01
1220,1000187587,LEED v4 O+M: EB,85,Platinum,2024-08-21
1221,1000187589,LEED v4 O+M: EB,58,Silver,2024-10-28
1222,1000187604,LEED v4.1 O+M: EB,69,Gold,2024-09-03
1223,1000187633,LEED v4.1 O+M: EB,92,Platinum,2024-10-01
1224,1000187664,LEED v4.1 O+M: EB,84,Platinum,2024-04-25
1225,1000187674,LEED v4.1 O+M: EB,67,Gold,2024-05-22
1226,1000187688,LEED v4.1 O+M: EB,65,Gold,2024-02-18
1227,1000187690,LEED v4.1 O+M: EB,78,Gold,2024-07-19
1228,1000187692,LEED v4.1 O+M: EB,83,Platinum,2024-07-19
1229,1000187704,LEED v4.1 O+M: EB,69,Gold,2024-10-16
1230,1000187708,LEED v4.1 O+M: EB,65,Gold,2024-12-09
1231,1000187726,LEED v4.1 O+M: EB,81,Platinum,2024-04-22
1232,1000187771,LEED v4.1 O+M: EB,53,Silver,2024-04-30
1233,1000187845,LEED v4.1 O+M: EB,67,Gold,2024-06-06
1234,1000188028,LEED v4.1 O+M: EB,60,Gold,2025-01-17
1235,1000188030,LEED v4.1 O+M: EB,83,Platinum,2024-03-12
1236,1000188050,LEED v4.1 O+M: EB,82,Platinum,2024-05-26
1237,1000188053,LEED v4.1 O+M: EB,61,Gold,2024-05-02
1238,1000188059,LEED v4 BD+C: NC,54,Silver,2024-10-07
1239,1000188099,LEED v4.1 O+M: EB,84,Platinum,2024-09-26
1240,1000188123,LEED v4 O+M: EB,83,Platinum,2024-12-06
1241,1000188130,LEED v4.1 O+M: EB,85,Platinum,2024-03-22
1242,1000188161,LEED v4.1 O+M: EB,82,Platinum,2024-07-07
1243,1000188196,LEED v4.1 O+M: EB,57,Silver,2024-12-20
1244,1000188267,LEED v4.1 O+M: EB,62,Gold,2024-12-20
1245,1000188271,LEED v4.1 O+M: EB,59,Silver,2025-04-01
1246,1000188308,LEED v4.1 O+M: EB,67,Gold,2024-07-12
1247,1000188381,LEED v4.1 O+M: EB,65,Gold,2024-11-26
1248,1000188385,LEED v4.1 O+M: EB,64,Gold,2024-11-26
1249,1000188387,LEED v4.1 O+M: EB,65,Gold,2024-11-18
1250,1000188406,LEED v4.1 O+M: EB,53,Silver,2024-07-19
1251,1000188408,LEED v4.1 O+M: EB,44,Certified,2024-09-16
1252,1000188424,LEED v4.1 O+M: EB,81,Platinum,2024-03-13
1253,1000188592,LEED v4.1 O+M: EB,74,Gold,2024-03-05
1254,1000188614,LEED v4.1 O+M: EB,89,Platinum,2024-05-06
1255,1000188623,LEED v4.1 O+M: EB,89,Platinum,2024-05-06
1256,1000188759,LEED v4.1 O+M: EB,65,Gold,2024-07-17
1257,1000188761,LEED v4.1 O+M: EB,60,Gold,2024-07-17
1258,1000188763,LEED v4.1 O+M: EB,61,Gold,2024-07-25
1259,1000188860,LEED v4 BD+C: NC,62,Gold,2024-04-11
1260,1000188873,LEED v4.1 O+M: EB,49,Certified,2024-12-16
1261,1000188874,LEED v4 BD+C: NC,73,Gold,2024-12-12
1262,1000188878,LEED v4 BD+C: NC,66,Gold,2024-12-12
1263,1000189060,LEED v4.1 O+M: EB,81,Platinum,2024-07-08
1264,1000189158,LEED v4.1 O+M: EB,61,Gold,2024-02-22
1265,1000189160,LEED v4.1 O+M: EB,70,Gold,2024-02-22
1266,1000189302,LEED v4.1 O+M: EB,71,Gold,2024-07-31
1267,1000189329,LEED v4.1 O+M: EB,84,Platinum,2024-03-28
1268,1000189336,LEED v4.1 O+M: EB,67,Gold,2024-06-24
1269,1000189338,LEED v4.1 O+M: EB,66,Gold,2024-06-24
1270,1000189340,LEED v4.1 O+M: EB,66,Gold,2024-06-24
1271,1000189342,LEED v4.1 O+M: EB,63,Gold,2024-07-12
1272,1000189344,LEED v4.1 O+M: EB,66,Gold,2024-06-24
1273,1000189346,LEED v4.1 O+M: EB,65,Gold,2024-07-02
1274,1000189354,LEED v4.1 O+M: EB,66,Gold,2024-06-24
1275,1000189356,LEED v4.1 O+M: EB,64,Gold,2024-06-24
1276,1000189358,LEED v4.1 O+M: EB,65,Gold,2024-06-24
1277,1000189361,LEED v4.1 O+M: EB,68,Gold,2024-06-24
1278,1000189363,LEED v4.1 O+M: EB,66,Gold,2024-07-02
1279,1000189365,LEED v4.1 O+M: EB,65,Gold,2024-06-24
1280,1000189367,LEED v4.1 O+M: EB,66,Gold,2024-07-02
1281,1000189369,LEED v4.1 O+M: EB,66,Gold,2024-06-24
1282,1000189371,LEED v4.1 O+M: EB,66,Gold,2024-07-02
1283,1000189373,LEED v4.1 O+M: EB,65,Gold,2024-06-24
1284,1000189375,LEED v4.1 O+M: EB,66,Gold,2024-07-02
1285,1000189430,LEED v4 O+M: EB,83,Platinum,2024-08-28
1286,1000189515,LEED v4 BD+C: NC,69,Gold,2025-02-12
1287,1000189518,LEED v4.1 O+M: EB,64,Gold,2024-11-19
1288,1000189522,LEED v4.1 O+M: EB,81,Platinum,2024-07-31
1289,1000189669,LEED v4.1 O+M: EB,83,Platinum,2024-04-05
1290,1000189675,LEED v4.1 O+M: EB,87,Platinum,2024-05-06
1291,1000189828,LEED v4 O+M: EB,66,Gold,2024-03-20
1292,1000190022,LEED v4.1 O+M: EB,68,Gold,2024-12-24
1293,1000190206,LEED v4.1 O+M: EB,83,Platinum,2024-05-28
1294,1000190328,LEED v4.1 O+M: EB,81,Platinum,2025-06-02
1295,1000190330,LEED v4.1 O+M: EB,83,Platinum,2025-04-02
1296,1000190332,LEED v4.1 O+M: EB,86,Platinum,2025-06-05
1297,1000190334,LEED v4.1 O+M: EB,87,Platinum,2025-05-06
1298,1000190336,LEED v4.1 O+M: EB,88,Platinum,2025-04-02
1299,1000190338,LEED v4.1 O+M: EB,84,Platinum,2025-04-02
1300,1000190340,LEED v4.1 O+M: EB,88,Platinum,2025-05-06
1301,1000190355,LEED v4.1 O+M: EB,77,Gold,2025-07-20
1302,1000190462,LEED v4.1 O+M: EB,61,Gold,2024-07-11
1303,1000190474,LEED v4.1 O+M: EB,73,Gold,2024-09-17
1304,1000190586,LEED v4.1 O+M: EB,80,Platinum,2024-06-17
1305,1000190654,LEED v4.1 O+M: EB,55,Silver,2024-09-23
1306,1000190703,LEED v4.1 O+M: EB,71,Gold,2024-08-15
1307,1000190794,LEED v4.1 O+M: EB,85,Platinum,2024-04-08
1308,1000190797,LEED v4.1 O+M: EB,85,Platinum,2024-03-26
1309,1000190804,LEED v4.1 O+M: EB,76,Gold,2024-11-13
1310,1000190858,LEED v4.1 O+M: EB,91,Platinum,2024-04-18
1311,1000190863,LEED v4.1 O+M: EB,91,Platinum,2024-06-05
1312,1000190909,LEED v4.1 O+M: EB,88,Platinum,2025-03-18
1313,1000190921,LEED v4.1 O+M: EB,64,Gold,2024-06-26
1314,1000190940,LEED v4 BD+C: NC,66,Gold,2024-12-11
1315,1000190943,LEED v4 O+M: EB,66,Gold,2025-06-19
1316,1000190998,LEED v4.1 O+M: EB,68,Gold,2024-05-04
1317,1000191200,LEED v4.1 O+M: EB,67,Gold,2024-04-08
1318,1000191262,LEED v4.1 O+M: EB,82,Platinum,2024-06-18
1319,1000191264,LEED v4.1 O+M: EB,81,Platinum,2024-06-18
1320,1000191266,LEED v4.1 O+M: EB,83,Platinum,2024-07-01
1321,1000191289,LEED v4.1 O+M: EB,67,Gold,2024-10-30
1322,1000191297,LEED v4.1 O+M: EB,66,Gold,2024-06-13
1323,1000191310,LEED v4.1 O+M: EB,77,Gold,2024-08-01
1324,1000191328,LEED v4.1 O+M: EB,81,Platinum,2024-11-07
1325,1000191387,LEED v4.1 O+M: EB,71,Gold,2024-09-09
1326,1000191389,LEED v4.1 O+M: EB,70,Gold,2024-08-10
1327,1000191391,LEED v4.1 O+M: EB,65,Gold,2024-12-18
1328,1000191407,LEED v4 O+M: EB,73,Gold,2024-10-09
1329,1000191408,LEED v4 O+M: EB,63,Gold,2024-10-09
1330,1000191409,LEED v4 O+M: EB,66,Gold,2024-10-09
1331,1000191410,LEED v4 O+M: EB,65,Gold,2024-10-09
1332,1000191462,LEED v4.1 O+M: EB,70,Gold,2024-07-25
1333,1000191469,LEED v4.1 O+M: EB,76,Gold,2024-03-12
1334,1000191770,LEED v4 O+M: EB,66,Gold,2024-08-07
1335,1000191899,LEED v4.1 O+M: EB,66,Gold,2024-06-25
1336,1000191901,LEED v4.1 O+M: EB,64,Gold,2024-06-25
1337,1000191906,LEED v4.1 O+M: EB,80,Platinum,2024-06-25
1338,1000191908,LEED v4.1 O+M: EB,72,Gold,2024-07-05
1339,1000191910,LEED v4.1 O+M: EB,77,Gold,2024-06-25
1340,1000191915,LEED v4.1 O+M: EB,78,Gold,2024-06-25
1341,1000191917,LEED v4.1 O+M: EB,80,Platinum,2024-06-25
1342,1000191983,LEED v4.1 O+M: EB,88,Platinum,2024-06-11
1343,1000192034,LEED v4.1 O+M: EB,71,Gold,2024-08-27
1344,1000192085,LEED v4.1 O+M: EB,64,Gold,2024-10-15
1345,1000192088,LEED v4.1 O+M: EB,66,Gold,2024-08-07
1346,1000192170,LEED v4.1 O+M: EB,58,Silver,2025-04-10
1347,1000192213,LEED v4.1 O+M: EB,70,Gold,2024-11-11
1348,1000192216,LEED v4.1 O+M: EB,87,Platinum,2025-01-08
1349,1000192229,LEED v4.1 O+M: EB,68,Gold,2025-07-14
1350,1000192658,LEED v4.1 O+M: EB,74,Gold,2025-03-06
1351,1000192705,LEED v4.1 O+M: EB,60,Gold,2024-08-09
1352,1000193000,LEED v4 BD+C: NC,62,Gold,2024-11-18
1353,1000193057,LEED v4.1 O+M: EB,60,Gold,2024-10-28
1354,1000193218,LEED v4.1 O+M: EB,88,Platinum,2024-11-02
1355,1000193224,LEED v4 O+M: EB,68,Gold,2025-06-13
1356,1000193340,LEED v4.1 O+M: EB,83,Platinum,2024-10-04
1357,1000193457,LEED v4.1 O+M: EB,55,Silver,2024-06-26
1358,1000193879,LEED v4.1 O+M: EB,71,Gold,2025-01-31
1359,1000193950,LEED v4.1 O+M: EB,76,Gold,2024-05-28
1360,1000194159,LEED v4 O+M: EB,81,Platinum,2025-06-18
1361,1000194356,LEED v4.1 O+M: EB,83,Platinum,2024-11-20
1362,1000194697,LEED v4.1 O+M: EB,66,Gold,2024-09-20
1363,1000194825,LEED v4 BD+C: NC,53,Silver,2024-11-17
1364,1000194993,LEED v4 BD+C: NC,81,Platinum,2025-06-16
1365,1000194994,LEED v4 BD+C: NC,83,Platinum,2025-05-22
1366,1000194995,LEED v4 BD+C: NC,81,Platinum,2025-05-22
1367,1000195002,LEED v4 BD+C: NC,83,Platinum,2025-06-13
1368,1000195008,LEED v4 BD+C: NC,85,Platinum,2025-05-30
1369,1000195082,LEED v4.1 O+M: EB,60,Gold,2024-10-11
1370,1000195464,LEED v4.1 O+M: EB,61,Gold,2024-09-11
1371,1000195469,LEED v4.1 O+M: EB,60,Gold,2024-09-09
1372,1000195485,LEED v4.1 O+M: EB,61,Gold,2024-09-11
1373,1000195488,LEED v4.1 O+M: EB,62,Gold,2024-09-11
1374,1000195494,LEED v4.1 O+M: EB,50,Silver,2024-10-10
1375,1000195499,LEED v4.1 O+M: EB,52,Silver,2024-10-11
1376,1000195501,LEED v4.1 O+M: EB,52,Silver,2024-10-16
1377,1000195503,LEED v4.1 O+M: EB,55,Silver,2024-10-16
1378,1000195505,LEED v4.1 O+M: EB,50,Silver,2024-10-11
1379,1000195646,LEED v4.1 O+M: EB,66,Gold,2025-04-23
1380,1000195653,LEED v4.1 O+M: EB,68,Gold,2025-04-24
1381,1000195656,LEED v4.1 O+M: EB,64,Gold,2025-04-23
1382,1000195716,LEED v4.1 O+M: EB,71,Gold,2025-04-05
1383,1000196155,LEED v4 O+M: EB,67,Gold,2024-08-30
1384,1000196158,LEED v4 O+M: EB,68,Gold,2024-08-28
1385,1000196238,LEED v4.1 O+M: EB,83,Platinum,2025-07-30
1386,1000196388,LEED v4 BD+C: NC,69,Gold,2025-06-09
1387,1000196626,LEED v4 O+M: EB,64,Gold,2024-09-01
1388,1000196627,LEED v4 O+M: EB,64,Gold,2024-09-01
1389,1000196628,LEED v4 O+M: EB,64,Gold,2024-08-30
1390,1000196629,LEED v4 O+M: EB,63,Gold,2024-09-05
1391,1000196631,LEED v4 O+M: EB,64,Gold,2024-08-30
1392,1000196632,LEED v4 O+M: EB,64,Gold,2024-09-05
1393,1000196633,LEED v4 O+M: EB,64,Gold,2024-08-30
1394,1000196634,LEED v4 O+M: EB,64,Gold,2024-09-01
1395,1000196636,LEED v4 O+M: EB,64,Gold,2024-08-30
1396,1000196637,LEED v4 O+M: EB,64,Gold,2024-09-01
1397,1000197089,LEED v4.1 O+M: EB,56,Silver,2024-10-24
1398,1000197469,LEED v4 BD+C: NC,80,Platinum,2024-11-25
1399,1000197784,LEED v4.1 O+M: EB,81,Platinum,2024-11-04
1400,1000199001,LEED v4.1 O+M: EB,70,Gold,2024-08-23
1401,1000199042,LEED v4.1 O+M: EB,77,Gold,2024-08-13
1402,1000199094,LEED v4.1 O+M: EB,77,Gold,2025-05-09
1403,1000199099,LEED v4 O+M: EB,66,Gold,2024-06-28
1404,1000199862,LEED v4.1 O+M: EB,69,Gold,2025-03-14
1405,1000202275,LEED v4.1 O+M: EB,83,Platinum,2025-05-29
1406,1000202277,LEED v4.1 O+M: EB,83,Platinum,2025-05-29
1407,1000202279,LEED v4.1 O+M: EB,82,Platinum,2025-06-04
1408,1000202281,LEED v4.1 O+M: EB,64,Gold,2025-02-07
1409,1000202306,LEED v4.1 O+M: EB,78,Gold,2025-01-03
1410,1000202311,LEED v4 O+M: EB,65,Gold,2024-11-22
1411,1000202318,LEED v4.1 O+M: EB,60,Gold,2024-12-26
1412,1000202456,LEED v4.1 O+M: EB,82,Platinum,2024-11-02
1413,1000202477,LEED v4.1 O+M: EB,94,Platinum,2024-08-30
1414,1000202479,LEED v4.1 O+M: EB,91,Platinum,2024-07-16
1415,1000202481,LEED v4.1 O+M: EB,93,Platinum,2024-07-16
1416,1000202483,LEED v4.1 O+M: EB,95,Platinum,2024-07-31
1417,1000202493,LEED v4.1 O+M: EB,43,Certified,2024-10-10
1418,1000202624,LEED v4.1 O+M: EB,89,Platinum,2025-03-05
1419,1000202628,LEED v4.1 O+M: EB,71,Gold,2024-09-03
1420,1000202630,LEED v4.1 O+M: EB,76,Gold,2024-09-03
1421,1000202632,LEED v4.1 O+M: EB,69,Gold,2024-08-27
1422,1000202634,LEED v4.1 O+M: EB,73,Gold,2024-08-27
1423,1000202643,LEED v4.1 O+M: EB,85,Platinum,2024-09-22
1424,1000202645,LEED v4.1 O+M: EB,83,Platinum,2024-10-03
1425,1000202704,LEED v4.1 O+M: EB,68,Gold,2025-01-28
1426,1000202748,LEED v4 O+M: EB,60,Gold,2024-10-02
1427,1000202888,LEED v4.1 O+M: EB,81,Platinum,2025-02-13
1428,1000202889,LEED v4 O+M: EB,109,Platinum,2024-06-17
1429,1000203022,LEED v4.1 O+M: EB,60,Gold,2025-01-31
1430,1000203024,LEED v4.1 O+M: EB,60,Gold,2024-12-16
1431,1000203050,LEED v4.1 O+M: EB,71,Gold,2025-02-06
1432,1000203055,LEED v4.1 O+M: EB,65,Gold,2024-08-15
1433,1000203057,LEED v4.1 O+M: EB,65,Gold,2024-08-15
1434,1000203100,LEED v4.1 O+M: EB,65,Gold,2025-02-11
1435,1000203156,LEED v4.1 O+M: EB,77,Gold,2025-05-03
1436,1000203158,LEED v4.1 O+M: EB,76,Gold,2025-05-01
1437,1000203161,LEED v4.1 O+M: EB,65,Gold,2024-08-08
1438,1000203178,LEED v4.1 O+M: EB,63,Gold,2024-12-04
1439,1000203185,LEED v4.1 O+M: EB,63,Gold,2024-08-13
1440,1000203193,LEED v4.1 O+M: EB,69,Gold,2024-06-18
1441,1000203202,LEED v4 O+M: EB,83,Platinum,2024-12-10
1442,1000203213,LEED v4.1 O+M: EB,66,Gold,2024-11-07
1443,1000203268,LEED v4.1 BD+C: NC,69,Gold,2024-12-16
1444,1000203368,LEED v4.1 O+M: EB,61,Gold,2025-01-10
1445,1000203380,LEED v4.1 O+M: EB,85,Platinum,2024-10-20
1446,1000203396,LEED v4 O+M: EB,70,Gold,2024-08-30
1447,1000203397,LEED v4 O+M: EB,70,Gold,2024-08-30
1448,1000203398,LEED v4 O+M: EB,68,Gold,2024-08-30
1449,1000203399,LEED v4 O+M: EB,68,Gold,2024-08-30
1450,1000203400,LEED v4 O+M: EB,66,Gold,2024-08-30
1451,1000203401,LEED v4 O+M: EB,70,Gold,2024-08-30
1452,1000203504,LEED v4.1 O+M: EB,85,Platinum,2024-10-22
1453,1000203571,LEED v4.1 O+M: EB,84,Platinum,2024-08-29
1454,1000203573,LEED v4.1 O+M: EB,83,Platinum,2024-08-29
1455,1000203579,LEED v4 O+M: EB,67,Gold,2024-12-09
1456,1000203580,LEED v4 O+M: EB,64,Gold,2024-12-09
1457,1000203581,LEED v4 O+M: EB,63,Gold,2024-12-09
1458,1000203583,LEED v4.1 O+M: EB,66,Gold,2024-10-03
1459,1000203585,LEED v4.1 O+M: EB,61,Gold,2024-11-21
1460,1000203592,LEED v4.1 O+M: EB,76,Gold,2025-02-18
1461,1000203596,LEED v4.1 O+M: EB,72,Gold,2025-01-07
1462,1000203605,LEED v4.1 O+M: EB,60,Gold,2025-05-28
1463,1000203618,LEED v4.1 O+M: EB,88,Platinum,2024-11-20
1464,1000203624,LEED v4.1 O+M: EB,64,Gold,2025-02-03
1465,1000203626,LEED v4.1 O+M: EB,62,Gold,2025-04-01
1466,1000203627,LEED v4 O+M: EB,66,Gold,2024-12-20
1467,1000203630,LEED v4.1 O+M: EB,58,Silver,2025-02-24
1468,1000203632,LEED v4.1 O+M: EB,61,Gold,2025-03-03
1469,1000203698,LEED v4.1 O+M: EB,84,Platinum,2025-01-02
1470,1000203700,LEED v4.1 O+M: EB,67,Gold,2025-01-01
1471,1000203728,LEED v4.1 O+M: EB,50,Silver,2024-08-29
1472,1000203735,LEED v4.1 O+M: EB,68,Gold,2024-11-07
1473,1000203737,LEED v4.1 O+M: EB,91,Platinum,2024-10-05
1474,1000203793,LEED v4.1 O+M: EB,83,Platinum,2024-11-19
1475,1000203795,LEED v4.1 O+M: EB,85,Platinum,2024-11-20
1476,1000203873,LEED v4 O+M: EB,68,Gold,2024-12-12
1477,1000203875,LEED v4 O+M: EB,65,Gold,2024-11-21
1478,1000203883,LEED v4.1 O+M: EB,87,Platinum,2024-08-13
1479,1000203887,LEED v4.1 O+M: EB,81,Platinum,2025-02-17
1480,1000203891,LEED v4.1 O+M: EB,93,Platinum,2024-09-06
1481,1000203894,LEED v4.1 O+M: EB,89,Platinum,2024-09-11
1482,1000203896,LEED v4.1 O+M: EB,92,Platinum,2024-09-06
1483,1000203901,LEED v4.1 O+M: EB,89,Platinum,2024-09-12
1484,1000203929,LEED v4.1 O+M: EB,78,Gold,2024-12-06
1485,1000203946,LEED v4 BD+C: NC,69,Gold,2024-10-15
1486,1000203963,LEED v4.1 O+M: EB,84,Platinum,2024-09-09
1487,1000204073,LEED v4.1 O+M: EB,69,Gold,2024-12-18
1488,1000204093,LEED v4.1 O+M: EB,67,Gold,2024-09-18
1489,1000204114,LEED v4.1 O+M: EB,84,Platinum,2024-10-15
1490,1000204178,LEED v4.1 O+M: EB,58,Silver,2024-12-11
1491,1000204180,LEED v4.1 O+M: EB,71,Gold,2024-12-31
1492,1000204185,LEED v4.1 O+M: EB,50,Silver,2025-02-27
1493,1000204222,LEED v4.1 O+M: EB,80,Platinum,2024-10-25
1494,1000204243,LEED v4 BD+C: NC,61,Gold,2024-10-12
1495,1000204251,LEED v4 O+M: EB,87,Platinum,2024-10-16
1496,1000204278,LEED v4 O+M: EB,92,Platinum,2024-11-14
1497,1000204281,LEED v4.1 O+M: EB,60,Gold,2025-01-29
1498,1000204285,LEED v4.1 O+M: EB,89,Platinum,2025-03-10
1499,1000204292,LEED v4.1 O+M: EB,66,Gold,2024-10-09
1500,1000204323,LEED v4 O+M: EB,104,Platinum,2024-09-23
1501,1000204325,LEED v4 O+M: EB,104,Platinum,2024-09-28
1502,1000204329,LEED v4.1 O+M: EB,90,Platinum,2025-01-30
1503,1000204333,LEED v4.1 O+M: EB,62,Gold,2024-12-13
1504,1000204407,LEED v4.1 O+M: EB,57,Silver,2025-03-21
1505,1000204422,LEED v4.1 O+M: EB,85,Platinum,2024-09-11
1506,1000204424,LEED v4.1 O+M: EB,85,Platinum,2024-09-11
1507,1000204426,LEED v4.1 O+M: EB,64,Gold,2024-08-01
1508,1000204428,LEED v4.1 O+M: EB,64,Gold,2024-08-01
1509,1000204430,LEED v4.1 O+M: EB,64,Gold,2024-08-01
1510,1000204432,LEED v4.1 O+M: EB,64,Gold,2024-08-01
1511,1000204434,LEED v4.1 O+M: EB,63,Gold,2024-09-11
1512,1000204436,LEED v4.1 O+M: EB,63,Gold,2024-09-11
1513,1000204438,LEED v4.1 O+M: EB,63,Gold,2024-09-11
1514,1000204440,LEED v4.1 O+M: EB,63,Gold,2024-09-11
1515,1000204442,LEED v4.1 O+M: EB,63,Gold,2024-09-11
1516,1000204444,LEED v4.1 O+M: EB,67,Gold,2024-09-11
1517,1000204446,LEED v4.1 O+M: EB,67,Gold,2024-09-11
1518,1000204449,LEED v4.1 O+M: EB,63,Gold,2024-09-11
1519,1000204451,LEED v4.1 O+M: EB,70,Gold,2024-09-11
1520,1000204453,LEED v4.1 O+M: EB,70,Gold,2024-09-11
1521,1000204455,LEED v4.1 O+M: EB,72,Gold,2024-09-11
1522,1000204457,LEED v4.1 O+M: EB,71,Gold,2024-09-11
1523,1000204459,LEED v4.1 O+M: EB,68,Gold,2024-09-14
1524,1000204461,LEED v4.1 O+M: EB,66,Gold,2024-09-14
1525,1000204463,LEED v4.1 O+M: EB,65,Gold,2024-09-14
1526,1000204465,LEED v4.1 O+M: EB,60,Gold,2024-09-11
1527,1000204467,LEED v4.1 O+M: EB,63,Gold,2024-09-11
1528,1000204469,LEED v4.1 O+M: EB,65,Gold,2024-09-11
1529,1000204471,LEED v4.1 O+M: EB,68,Gold,2024-09-12
1530,1000204473,LEED v4.1 O+M: EB,68,Gold,2024-09-12
1531,1000204475,LEED v4.1 O+M: EB,69,Gold,2024-09-12
1532,1000204477,LEED v4.1 O+M: EB,70,Gold,2024-09-12
1533,1000204479,LEED v4.1 O+M: EB,70,Gold,2024-09-18
1534,1000204481,LEED v4.1 O+M: EB,70,Gold,2024-09-18
1535,1000204483,LEED v4.1 O+M: EB,70,Gold,2024-09-18
1536,1000204501,LEED v4.1 O+M: EB,64,Gold,2024-12-03
1537,1000204503,LEED v4.1 O+M: EB,64,Gold,2024-12-03
1538,1000204505,LEED v4.1 O+M: EB,64,Gold,2024-12-03
1539,1000204507,LEED v4.1 O+M: EB,64,Gold,2024-12-03
1540,1000204509,LEED v4.1 O+M: EB,68,Gold,2024-12-03
1541,1000204511,LEED v4.1 O+M: EB,69,Gold,2024-12-09
1542,1000204513,LEED v4.1 O+M: EB,70,Gold,2024-12-09
1543,1000204515,LEED v4.1 O+M: EB,71,Gold,2024-12-10
1544,1000204517,LEED v4.1 O+M: EB,63,Gold,2024-12-03
1545,1000204519,LEED v4.1 O+M: EB,63,Gold,2024-12-03
1546,1000204521,LEED v4.1 O+M: EB,63,Gold,2024-12-03
1547,1000204523,LEED v4.1 O+M: EB,63,Gold,2024-12-03
1548,1000204525,LEED v4.1 O+M: EB,64,Gold,2024-12-03
1549,1000204527,LEED v4.1 O+M: EB,64,Gold,2024-12-03
1550,1000204529,LEED v4.1 O+M: EB,67,Gold,2024-12-03
1551,1000204533,LEED v4.1 O+M: EB,67,Gold,2024-12-03
1552,1000204535,LEED v4.1 O+M: EB,61,Gold,2024-12-03
1553,1000204539,LEED v4.1 O+M: EB,63,Gold,2024-12-03
1554,1000204541,LEED v4.1 O+M: EB,62,Gold,2024-12-03
1555,1000204543,LEED v4.1 O+M: EB,64,Gold,2024-12-03
1556,1000204547,LEED v4.1 O+M: EB,63,Gold,2024-12-03
1557,1000204549,LEED v4.1 O+M: EB,62,Gold,2024-12-03
1558,1000204553,LEED v4.1 O+M: EB,63,Gold,2024-12-03
1559,1000204556,LEED v4.1 O+M: EB,67,Gold,2024-12-03
1560,1000204558,LEED v4.1 O+M: EB,66,Gold,2024-12-03
1561,1000204560,LEED v4.1 O+M: EB,67,Gold,2024-12-03
1562,1000204562,LEED v4.1 O+M: EB,72,Gold,2024-12-03
1563,1000204564,LEED v4.1 O+M: EB,72,Gold,2024-12-03
1564,1000204566,LEED v4.1 O+M: EB,70,Gold,2024-12-03
1565,1000204568,LEED v4.1 O+M: EB,65,Gold,2025-04-06
1566,1000204570,LEED v4.1 O+M: EB,66,Gold,2025-04-06
1567,1000204572,LEED v4.1 O+M: EB,66,Gold,2025-03-07
1568,1000204574,LEED v4.1 O+M: EB,68,Gold,2025-05-06
1569,1000204576,LEED v4.1 O+M: EB,67,Gold,2025-04-10
1570,1000204578,LEED v4.1 O+M: EB,69,Gold,2025-04-06
1571,1000204580,LEED v4.1 O+M: EB,68,Gold,2025-04-06
1572,1000204582,LEED v4.1 O+M: EB,67,Gold,2025-04-06
1573,1000204584,LEED v4.1 O+M: EB,66,Gold,2025-04-06
1574,1000204586,LEED v4.1 O+M: EB,65,Gold,2025-04-06
1575,1000204588,LEED v4.1 O+M: EB,62,Gold,2025-03-11
1576,1000204590,LEED v4.1 O+M: EB,61,Gold,2025-03-11
1577,1000204592,LEED v4.1 O+M: EB,61,Gold,2025-03-11
1578,1000204594,LEED v4.1 O+M: EB,65,Gold,2025-03-11
1579,1000204596,LEED v4.1 O+M: EB,64,Gold,2025-03-11
1580,1000204598,LEED v4.1 O+M: EB,63,Gold,2025-03-11
1581,1000204617,LEED v4.1 O+M: EB,66,Gold,2025-03-16
1582,1000204619,LEED v4.1 O+M: EB,68,Gold,2025-03-16
1583,1000204621,LEED v4.1 O+M: EB,66,Gold,2025-03-16
1584,1000204623,LEED v4.1 O+M: EB,66,Gold,2025-03-16
1585,1000204625,LEED v4.1 O+M: EB,70,Gold,2025-05-06
1586,1000204627,LEED v4.1 O+M: EB,68,Gold,2024-12-03
1587,1000204629,LEED v4.1 O+M: EB,67,Gold,2025-05-06
1588,1000204631,LEED v4.1 O+M: EB,84,Platinum,2025-03-15
1589,1000204640,LEED v4.1 O+M: EB,81,Platinum,2024-10-08
1590,1000204643,LEED v4.1 O+M: EB,82,Platinum,2024-10-15
1591,1000204653,LEED v4.1 O+M: EB,76,Gold,2024-12-13
1592,1000204655,LEED v4.1 O+M: EB,70,Gold,2024-12-14
1593,1000204657,LEED v4.1 O+M: EB,76,Gold,2024-12-14
1594,1000204659,LEED v4.1 O+M: EB,77,Gold,2024-12-14
1595,1000204661,LEED v4.1 O+M: EB,75,Gold,2024-12-14
1596,1000204709,LEED v4.1 O+M: EB,78,Gold,2025-01-15
1597,1000204711,LEED v4.1 O+M: EB,76,Gold,2024-12-06
1598,1000204714,LEED v4.1 O+M: EB,89,Platinum,2025-03-01
1599,1000204716,LEED v4.1 O+M: EB,75,Gold,2025-01-15
